,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Code,Commune
602963,648619,21009A911,A. DELPORTE-SUD,648619,20,1,female,parent,366002,4,single_with_child,6,Worker,21009A911,Ixelles
602974,648662,21009A911,A. DELPORTE-SUD,648662,19,1,female,parent,366028,4,single_with_child,6,Worker,21009A911,Ixelles
602985,648705,21009A911,A. DELPORTE-SUD,648705,18,1,female,parent,366054,4,single_with_child,6,Worker,21009A911,Ixelles
605248,651112,21009A82-,FORET,651112,20,1,female,parent,367658,4,single_with_child,6,Worker,21009A82-,Ixelles
605253,651169,21009A82-,FORET,651169,19,1,female,parent,367688,4,single_with_child,6,Worker,21009A82-,Ixelles
605258,651226,21009A82-,FORET,651226,18,1,female,parent,367718,4,single_with_child,6,Worker,21009A82-,Ixelles
607778,653850,21009A111,WERY (RUE),653850,20,1,female,parent,369134,4,single_with_child,6,Worker,21009A111,Ixelles
607779,653851,21009A111,WERY (RUE),653851,20,1,female,parent,369135,4,single_with_child,6,Worker,21009A111,Ixelles
607780,653852,21009A111,WERY (RUE),653852,20,1,female,parent,369136,4,single_with_child,6,Worker,21009A111,Ixelles
607797,653905,21009A111,WERY (RUE),653905,19,1,female,parent,369169,4,single_with_child,6,Worker,21009A111,Ixelles
607798,653906,21009A111,WERY (RUE),653906,19,1,female,parent,369170,4,single_with_child,6,Worker,21009A111,Ixelles
607815,653959,21009A111,WERY (RUE),653959,18,1,female,parent,369203,4,single_with_child,6,Worker,21009A111,Ixelles
607816,653960,21009A111,WERY (RUE),653960,18,1,female,parent,369204,4,single_with_child,6,Worker,21009A111,Ixelles
610530,656746,21009A01-,BLYCKAERTS,656746,20,1,female,parent,371031,4,single_with_child,6,Worker,21009A01-,Ixelles
610531,656747,21009A01-,BLYCKAERTS,656747,20,1,female,parent,371032,4,single_with_child,6,Worker,21009A01-,Ixelles
610545,656783,21009A01-,BLYCKAERTS,656783,19,1,female,parent,371056,4,single_with_child,6,Worker,21009A01-,Ixelles
610546,656784,21009A01-,BLYCKAERTS,656784,19,1,female,parent,371057,4,single_with_child,6,Worker,21009A01-,Ixelles
610560,656820,21009A01-,BLYCKAERTS,656820,18,1,female,parent,371081,4,single_with_child,6,Worker,21009A01-,Ixelles
610561,656821,21009A01-,BLYCKAERTS,656821,18,1,female,parent,371082,4,single_with_child,6,Worker,21009A01-,Ixelles
614391,660695,21009A22-,UNIVERSITE,660695,20,1,female,parent,373532,4,single_with_child,6,Worker,21009A22-,Ixelles
614392,660696,21009A22-,UNIVERSITE,660696,20,1,female,parent,373533,4,single_with_child,6,Worker,21009A22-,Ixelles
614393,660697,21009A22-,UNIVERSITE,660697,20,1,female,parent,373534,4,single_with_child,6,Worker,21009A22-,Ixelles
614394,660698,21009A22-,UNIVERSITE,660698,20,1,female,parent,373535,4,single_with_child,6,Worker,21009A22-,Ixelles
614412,660798,21009A22-,UNIVERSITE,660798,19,1,female,parent,373593,4,single_with_child,6,Worker,21009A22-,Ixelles
614413,660799,21009A22-,UNIVERSITE,660799,19,1,female,parent,373594,4,single_with_child,6,Worker,21009A22-,Ixelles
614414,660800,21009A22-,UNIVERSITE,660800,19,1,female,parent,373595,4,single_with_child,6,Worker,21009A22-,Ixelles
614432,660900,21009A22-,UNIVERSITE,660900,18,1,female,parent,373653,4,single_with_child,6,Worker,21009A22-,Ixelles
614433,660901,21009A22-,UNIVERSITE,660901,18,1,female,parent,373654,4,single_with_child,6,Worker,21009A22-,Ixelles
614434,660902,21009A22-,UNIVERSITE,660902,18,1,female,parent,373655,4,single_with_child,6,Worker,21009A22-,Ixelles
618048,664680,21009A53-,LONDRES (PLACE DE),664680,20,1,female,parent,376054,4,single_with_child,6,Worker,21009A53-,Ixelles
618049,664681,21009A53-,LONDRES (PLACE DE),664681,20,1,female,parent,376055,4,single_with_child,6,Worker,21009A53-,Ixelles
618050,664682,21009A53-,LONDRES (PLACE DE),664682,20,1,female,parent,376056,4,single_with_child,6,Worker,21009A53-,Ixelles
618069,664737,21009A53-,LONDRES (PLACE DE),664737,19,1,female,parent,376092,4,single_with_child,6,Worker,21009A53-,Ixelles
618070,664738,21009A53-,LONDRES (PLACE DE),664738,19,1,female,parent,376093,4,single_with_child,6,Worker,21009A53-,Ixelles
618089,664793,21009A53-,LONDRES (PLACE DE),664793,18,1,female,parent,376129,4,single_with_child,6,Worker,21009A53-,Ixelles
618090,664794,21009A53-,LONDRES (PLACE DE),664794,18,1,female,parent,376130,4,single_with_child,6,Worker,21009A53-,Ixelles
622038,668830,21009A612,LIEGEOIS (RUE),668830,20,1,female,parent,378851,4,single_with_child,6,Worker,21009A612,Ixelles
622039,668831,21009A612,LIEGEOIS (RUE),668831,20,1,female,parent,378852,4,single_with_child,6,Worker,21009A612,Ixelles
622040,668832,21009A612,LIEGEOIS (RUE),668832,20,1,female,parent,378853,4,single_with_child,6,Worker,21009A612,Ixelles
622059,668883,21009A612,LIEGEOIS (RUE),668883,19,1,female,parent,378887,4,single_with_child,6,Worker,21009A612,Ixelles
622078,668934,21009A612,LIEGEOIS (RUE),668934,18,1,female,parent,378921,4,single_with_child,6,Worker,21009A612,Ixelles
623867,670787,21009A151,A. DELPORTE-NORD,670787,20,1,female,parent,380268,4,single_with_child,6,Worker,21009A151,Ixelles
626611,673595,21009A73-,BERCKENDAEL,673595,20,1,female,parent,381900,4,single_with_child,6,Worker,21009A73-,Ixelles
626612,673596,21009A73-,BERCKENDAEL,673596,20,1,female,parent,381901,4,single_with_child,6,Worker,21009A73-,Ixelles
626623,673673,21009A73-,BERCKENDAEL,673673,19,1,female,parent,381943,4,single_with_child,6,Worker,21009A73-,Ixelles
626624,673674,21009A73-,BERCKENDAEL,673674,19,1,female,parent,381944,4,single_with_child,6,Worker,21009A73-,Ixelles
626635,673751,21009A73-,BERCKENDAEL,673751,18,1,female,parent,381986,4,single_with_child,6,Worker,21009A73-,Ixelles
626636,673752,21009A73-,BERCKENDAEL,673752,18,1,female,parent,381987,4,single_with_child,6,Worker,21009A73-,Ixelles
629209,676457,21009A451,CHATELAIN (PLACE DU)-EST,676457,20,1,female,parent,383622,4,single_with_child,6,Worker,21009A451,Ixelles
629224,676508,21009A451,CHATELAIN (PLACE DU)-EST,676508,19,1,female,parent,383654,4,single_with_child,6,Worker,21009A451,Ixelles
629239,676559,21009A451,CHATELAIN (PLACE DU)-EST,676559,18,1,female,parent,383686,4,single_with_child,6,Worker,21009A451,Ixelles
633275,680667,21010A04-,NOTRE-DAME DE LOURDES,680667,20,1,female,parent,385766,4,single_with_child,6,Worker,21010A04-,Jette
633276,680668,21010A04-,NOTRE-DAME DE LOURDES,680668,20,1,female,parent,385767,4,single_with_child,6,Worker,21010A04-,Jette
633277,680669,21010A04-,NOTRE-DAME DE LOURDES,680669,20,1,female,parent,385768,4,single_with_child,6,Worker,21010A04-,Jette
633278,680670,21010A04-,NOTRE-DAME DE LOURDES,680670,20,1,female,parent,385769,4,single_with_child,6,Worker,21010A04-,Jette
633285,680759,21010A04-,NOTRE-DAME DE LOURDES,680759,19,1,female,parent,385815,4,single_with_child,6,Worker,21010A04-,Jette
633286,680760,21010A04-,NOTRE-DAME DE LOURDES,680760,19,1,female,parent,385816,4,single_with_child,6,Worker,21010A04-,Jette
633293,680849,21010A04-,NOTRE-DAME DE LOURDES,680849,18,1,female,parent,385862,4,single_with_child,6,Worker,21010A04-,Jette
633294,680850,21010A04-,NOTRE-DAME DE LOURDES,680850,18,1,female,parent,385863,4,single_with_child,6,Worker,21010A04-,Jette
636823,684543,21010A03-,MIROIR,684543,20,1,female,parent,387776,4,single_with_child,6,Worker,21010A03-,Jette
636824,684544,21010A03-,MIROIR,684544,20,1,female,parent,387777,4,single_with_child,6,Worker,21010A03-,Jette
636825,684545,21010A03-,MIROIR,684545,20,1,female,parent,387778,4,single_with_child,6,Worker,21010A03-,Jette
636834,684620,21010A03-,MIROIR,684620,19,1,female,parent,387818,4,single_with_child,6,Worker,21010A03-,Jette
636835,684621,21010A03-,MIROIR,684621,19,1,female,parent,387819,4,single_with_child,6,Worker,21010A03-,Jette
636844,684696,21010A03-,MIROIR,684696,18,1,female,parent,387859,4,single_with_child,6,Worker,21010A03-,Jette
636845,684697,21010A03-,MIROIR,684697,18,1,female,parent,387860,4,single_with_child,6,Worker,21010A03-,Jette
639523,687507,21010A10-,ANCIENNE BARRIERE,687507,20,1,female,parent,389544,4,single_with_child,6,Worker,21010A10-,Jette
639524,687508,21010A10-,ANCIENNE BARRIERE,687508,20,1,female,parent,389545,4,single_with_child,6,Worker,21010A10-,Jette
639528,687572,21010A10-,ANCIENNE BARRIERE,687572,19,1,female,parent,389578,4,single_with_child,6,Worker,21010A10-,Jette
639529,687573,21010A10-,ANCIENNE BARRIERE,687573,19,1,female,parent,389579,4,single_with_child,6,Worker,21010A10-,Jette
639533,687637,21010A10-,ANCIENNE BARRIERE,687637,18,1,female,parent,389612,4,single_with_child,6,Worker,21010A10-,Jette
639534,687638,21010A10-,ANCIENNE BARRIERE,687638,18,1,female,parent,389613,4,single_with_child,6,Worker,21010A10-,Jette
640996,689220,21010A121,F. MOHRFELD (RUE DE),689220,20,1,female,parent,390506,4,single_with_child,6,Worker,21010A121,Jette
641002,689260,21010A121,F. MOHRFELD (RUE DE),689260,19,1,female,parent,390527,4,single_with_child,6,Worker,21010A121,Jette
641008,689300,21010A121,F. MOHRFELD (RUE DE),689300,18,1,female,parent,390548,4,single_with_child,6,Worker,21010A121,Jette
643610,691970,21010A111,HEYMBOSCH,691970,20,1,female,parent,392007,4,single_with_child,6,Worker,21010A111,Jette
643611,691971,21010A111,HEYMBOSCH,691971,20,1,female,parent,392008,4,single_with_child,6,Worker,21010A111,Jette
643612,691972,21010A111,HEYMBOSCH,691972,20,1,female,parent,392009,4,single_with_child,6,Worker,21010A111,Jette
643617,692085,21010A111,HEYMBOSCH,692085,19,1,female,parent,392067,4,single_with_child,6,Worker,21010A111,Jette
643618,692086,21010A111,HEYMBOSCH,692086,19,1,female,parent,392068,4,single_with_child,6,Worker,21010A111,Jette
643619,692087,21010A111,HEYMBOSCH,692087,19,1,female,parent,392069,4,single_with_child,6,Worker,21010A111,Jette
643624,692200,21010A111,HEYMBOSCH,692200,18,1,female,parent,392127,4,single_with_child,6,Worker,21010A111,Jette
643625,692201,21010A111,HEYMBOSCH,692201,18,1,female,parent,392128,4,single_with_child,6,Worker,21010A111,Jette
643626,692202,21010A111,HEYMBOSCH,692202,18,1,female,parent,392129,4,single_with_child,6,Worker,21010A111,Jette
645242,694034,21010A312,BAECK DUPRE,694034,20,1,female,parent,393318,4,single_with_child,6,Worker,21010A312,Jette
647817,696681,21010A1AJ,ARBRE BALLON,696681,20,1,female,parent,394485,4,single_with_child,6,Worker,21010A1AJ,Jette
647818,696682,21010A1AJ,ARBRE BALLON,696682,20,1,female,parent,394486,4,single_with_child,6,Worker,21010A1AJ,Jette
647823,696757,21010A1AJ,ARBRE BALLON,696757,19,1,female,parent,394525,4,single_with_child,6,Worker,21010A1AJ,Jette
647824,696758,21010A1AJ,ARBRE BALLON,696758,19,1,female,parent,394526,4,single_with_child,6,Worker,21010A1AJ,Jette
647829,696833,21010A1AJ,ARBRE BALLON,696833,18,1,female,parent,394565,4,single_with_child,6,Worker,21010A1AJ,Jette
647830,696834,21010A1AJ,ARBRE BALLON,696834,18,1,female,parent,394566,4,single_with_child,6,Worker,21010A1AJ,Jette
652738,701882,21010A05-,ALBERT (QUARTIER),701882,20,1,female,parent,396847,4,single_with_child,6,Worker,21010A05-,Jette
652739,701883,21010A05-,ALBERT (QUARTIER),701883,20,1,female,parent,396848,4,single_with_child,6,Worker,21010A05-,Jette
652740,701884,21010A05-,ALBERT (QUARTIER),701884,20,1,female,parent,396849,4,single_with_child,6,Worker,21010A05-,Jette
652741,701885,21010A05-,ALBERT (QUARTIER),701885,20,1,female,parent,396850,4,single_with_child,6,Worker,21010A05-,Jette
652742,701886,21010A05-,ALBERT (QUARTIER),701886,20,1,female,parent,396851,4,single_with_child,6,Worker,21010A05-,Jette
652743,701887,21010A05-,ALBERT (QUARTIER),701887,20,1,female,parent,396852,4,single_with_child,6,Worker,21010A05-,Jette
652753,701979,21010A05-,ALBERT (QUARTIER),701979,19,1,female,parent,396900,4,single_with_child,6,Worker,21010A05-,Jette
652754,701980,21010A05-,ALBERT (QUARTIER),701980,19,1,female,parent,396901,4,single_with_child,6,Worker,21010A05-,Jette
652755,701981,21010A05-,ALBERT (QUARTIER),701981,19,1,female,parent,396902,4,single_with_child,6,Worker,21010A05-,Jette
652756,701982,21010A05-,ALBERT (QUARTIER),701982,19,1,female,parent,396903,4,single_with_child,6,Worker,21010A05-,Jette
652766,702074,21010A05-,ALBERT (QUARTIER),702074,18,1,female,parent,396951,4,single_with_child,6,Worker,21010A05-,Jette
652767,702075,21010A05-,ALBERT (QUARTIER),702075,18,1,female,parent,396952,4,single_with_child,6,Worker,21010A05-,Jette
652768,702076,21010A05-,ALBERT (QUARTIER),702076,18,1,female,parent,396953,4,single_with_child,6,Worker,21010A05-,Jette
652769,702077,21010A05-,ALBERT (QUARTIER),702077,18,1,female,parent,396954,4,single_with_child,6,Worker,21010A05-,Jette
657655,707127,21010A13-,CITE-JARDIN,707127,20,1,female,parent,399842,4,single_with_child,6,Worker,21010A13-,Jette
657656,707128,21010A13-,CITE-JARDIN,707128,20,1,female,parent,399843,4,single_with_child,6,Worker,21010A13-,Jette
657657,707129,21010A13-,CITE-JARDIN,707129,20,1,female,parent,399844,4,single_with_child,6,Worker,21010A13-,Jette
657658,707130,21010A13-,CITE-JARDIN,707130,20,1,female,parent,399845,4,single_with_child,6,Worker,21010A13-,Jette
657665,707259,21010A13-,CITE-JARDIN,707259,19,1,female,parent,399911,4,single_with_child,6,Worker,21010A13-,Jette
657666,707260,21010A13-,CITE-JARDIN,707260,19,1,female,parent,399912,4,single_with_child,6,Worker,21010A13-,Jette
657667,707261,21010A13-,CITE-JARDIN,707261,19,1,female,parent,399913,4,single_with_child,6,Worker,21010A13-,Jette
657668,707262,21010A13-,CITE-JARDIN,707262,19,1,female,parent,399914,4,single_with_child,6,Worker,21010A13-,Jette
657675,707391,21010A13-,CITE-JARDIN,707391,18,1,female,parent,399980,4,single_with_child,6,Worker,21010A13-,Jette
657676,707392,21010A13-,CITE-JARDIN,707392,18,1,female,parent,399981,4,single_with_child,6,Worker,21010A13-,Jette
657677,707393,21010A13-,CITE-JARDIN,707393,18,1,female,parent,399982,4,single_with_child,6,Worker,21010A13-,Jette
657678,707394,21010A13-,CITE-JARDIN,707394,18,1,female,parent,399983,4,single_with_child,6,Worker,21010A13-,Jette
663407,713367,21010A00-,CENTRE,713367,20,1,female,parent,403045,4,single_with_child,6,Worker,21010A00-,Jette
663408,713368,21010A00-,CENTRE,713368,20,1,female,parent,403046,4,single_with_child,6,Worker,21010A00-,Jette
663409,713369,21010A00-,CENTRE,713369,20,1,female,parent,403047,4,single_with_child,6,Worker,21010A00-,Jette
663410,713370,21010A00-,CENTRE,713370,20,1,female,parent,403048,4,single_with_child,6,Worker,21010A00-,Jette
663411,713371,21010A00-,CENTRE,713371,20,1,female,parent,403049,4,single_with_child,6,Worker,21010A00-,Jette
663412,713372,21010A00-,CENTRE,713372,20,1,female,parent,403050,4,single_with_child,6,Worker,21010A00-,Jette
663422,713564,21010A00-,CENTRE,713564,19,1,female,parent,403148,4,single_with_child,6,Worker,21010A00-,Jette
663423,713565,21010A00-,CENTRE,713565,19,1,female,parent,403149,4,single_with_child,6,Worker,21010A00-,Jette
663424,713566,21010A00-,CENTRE,713566,19,1,female,parent,403150,4,single_with_child,6,Worker,21010A00-,Jette
663425,713567,21010A00-,CENTRE,713567,19,1,female,parent,403151,4,single_with_child,6,Worker,21010A00-,Jette
663426,713568,21010A00-,CENTRE,713568,19,1,female,parent,403152,4,single_with_child,6,Worker,21010A00-,Jette
663436,713760,21010A00-,CENTRE,713760,18,1,female,parent,403250,4,single_with_child,6,Worker,21010A00-,Jette
663437,713761,21010A00-,CENTRE,713761,18,1,female,parent,403251,4,single_with_child,6,Worker,21010A00-,Jette
663438,713762,21010A00-,CENTRE,713762,18,1,female,parent,403252,4,single_with_child,6,Worker,21010A00-,Jette
663439,713763,21010A00-,CENTRE,713763,18,1,female,parent,403253,4,single_with_child,6,Worker,21010A00-,Jette
663440,713764,21010A00-,CENTRE,713764,18,1,female,parent,403254,4,single_with_child,6,Worker,21010A00-,Jette
668373,719061,21010A141,BRUGMANN,719061,20,1,female,parent,406307,4,single_with_child,6,Worker,21010A141,Jette
668374,719062,21010A141,BRUGMANN,719062,20,1,female,parent,406308,4,single_with_child,6,Worker,21010A141,Jette
668375,719063,21010A141,BRUGMANN,719063,20,1,female,parent,406309,4,single_with_child,6,Worker,21010A141,Jette
668376,719064,21010A141,BRUGMANN,719064,20,1,female,parent,406310,4,single_with_child,6,Worker,21010A141,Jette
668377,719065,21010A141,BRUGMANN,719065,20,1,female,parent,406311,4,single_with_child,6,Worker,21010A141,Jette
668384,719170,21010A141,BRUGMANN,719170,19,1,female,parent,406365,4,single_with_child,6,Worker,21010A141,Jette
668385,719171,21010A141,BRUGMANN,719171,19,1,female,parent,406366,4,single_with_child,6,Worker,21010A141,Jette
668386,719172,21010A141,BRUGMANN,719172,19,1,female,parent,406367,4,single_with_child,6,Worker,21010A141,Jette
668387,719173,21010A141,BRUGMANN,719173,19,1,female,parent,406368,4,single_with_child,6,Worker,21010A141,Jette
668394,719278,21010A141,BRUGMANN,719278,18,1,female,parent,406422,4,single_with_child,6,Worker,21010A141,Jette
668395,719279,21010A141,BRUGMANN,719279,18,1,female,parent,406423,4,single_with_child,6,Worker,21010A141,Jette
668396,719280,21010A141,BRUGMANN,719280,18,1,female,parent,406424,4,single_with_child,6,Worker,21010A141,Jette
668397,719281,21010A141,BRUGMANN,719281,18,1,female,parent,406425,4,single_with_child,6,Worker,21010A141,Jette
673217,724297,21010A01-,ESSEGHEM,724297,20,1,female,parent,408947,4,single_with_child,6,Worker,21010A01-,Jette
673218,724298,21010A01-,ESSEGHEM,724298,20,1,female,parent,408948,4,single_with_child,6,Worker,21010A01-,Jette
673219,724299,21010A01-,ESSEGHEM,724299,20,1,female,parent,408949,4,single_with_child,6,Worker,21010A01-,Jette
673220,724300,21010A01-,ESSEGHEM,724300,20,1,female,parent,408950,4,single_with_child,6,Worker,21010A01-,Jette
673221,724301,21010A01-,ESSEGHEM,724301,20,1,female,parent,408951,4,single_with_child,6,Worker,21010A01-,Jette
673222,724302,21010A01-,ESSEGHEM,724302,20,1,female,parent,408952,4,single_with_child,6,Worker,21010A01-,Jette
673223,724303,21010A01-,ESSEGHEM,724303,20,1,female,parent,408953,4,single_with_child,6,Worker,21010A01-,Jette
673232,724394,21010A01-,ESSEGHEM,724394,19,1,female,parent,409000,4,single_with_child,6,Worker,21010A01-,Jette
673233,724395,21010A01-,ESSEGHEM,724395,19,1,female,parent,409001,4,single_with_child,6,Worker,21010A01-,Jette
673234,724396,21010A01-,ESSEGHEM,724396,19,1,female,parent,409002,4,single_with_child,6,Worker,21010A01-,Jette
673235,724397,21010A01-,ESSEGHEM,724397,19,1,female,parent,409003,4,single_with_child,6,Worker,21010A01-,Jette
673236,724398,21010A01-,ESSEGHEM,724398,19,1,female,parent,409004,4,single_with_child,6,Worker,21010A01-,Jette
673245,724489,21010A01-,ESSEGHEM,724489,18,1,female,parent,409051,4,single_with_child,6,Worker,21010A01-,Jette
673246,724490,21010A01-,ESSEGHEM,724490,18,1,female,parent,409052,4,single_with_child,6,Worker,21010A01-,Jette
673247,724491,21010A01-,ESSEGHEM,724491,18,1,female,parent,409053,4,single_with_child,6,Worker,21010A01-,Jette
673248,724492,21010A01-,ESSEGHEM,724492,18,1,female,parent,409054,4,single_with_child,6,Worker,21010A01-,Jette
673249,724493,21010A01-,ESSEGHEM,724493,18,1,female,parent,409055,4,single_with_child,6,Worker,21010A01-,Jette
677271,728679,21010A21-,MADELEINE,728679,20,1,female,parent,411314,4,single_with_child,6,Worker,21010A21-,Jette
677272,728680,21010A21-,MADELEINE,728680,20,1,female,parent,411315,4,single_with_child,6,Worker,21010A21-,Jette
677273,728681,21010A21-,MADELEINE,728681,20,1,female,parent,411316,4,single_with_child,6,Worker,21010A21-,Jette
677274,728682,21010A21-,MADELEINE,728682,20,1,female,parent,411317,4,single_with_child,6,Worker,21010A21-,Jette
677283,728749,21010A21-,MADELEINE,728749,19,1,female,parent,411353,4,single_with_child,6,Worker,21010A21-,Jette
677284,728750,21010A21-,MADELEINE,728750,19,1,female,parent,411354,4,single_with_child,6,Worker,21010A21-,Jette
677285,728751,21010A21-,MADELEINE,728751,19,1,female,parent,411355,4,single_with_child,6,Worker,21010A21-,Jette
677294,728818,21010A21-,MADELEINE,728818,18,1,female,parent,411391,4,single_with_child,6,Worker,21010A21-,Jette
677295,728819,21010A21-,MADELEINE,728819,18,1,female,parent,411392,4,single_with_child,6,Worker,21010A21-,Jette
677296,728820,21010A21-,MADELEINE,728820,18,1,female,parent,411393,4,single_with_child,6,Worker,21010A21-,Jette
681558,733198,21010A02-,LEOPOLD I,733198,20,1,female,parent,413596,4,single_with_child,6,Worker,21010A02-,Jette
681559,733199,21010A02-,LEOPOLD I,733199,20,1,female,parent,413597,4,single_with_child,6,Worker,21010A02-,Jette
681560,733200,21010A02-,LEOPOLD I,733200,20,1,female,parent,413598,4,single_with_child,6,Worker,21010A02-,Jette
681561,733201,21010A02-,LEOPOLD I,733201,20,1,female,parent,413599,4,single_with_child,6,Worker,21010A02-,Jette
681570,733288,21010A02-,LEOPOLD I,733288,19,1,female,parent,413644,4,single_with_child,6,Worker,21010A02-,Jette
681571,733289,21010A02-,LEOPOLD I,733289,19,1,female,parent,413645,4,single_with_child,6,Worker,21010A02-,Jette
681572,733290,21010A02-,LEOPOLD I,733290,19,1,female,parent,413646,4,single_with_child,6,Worker,21010A02-,Jette
681581,733377,21010A02-,LEOPOLD I,733377,18,1,female,parent,413691,4,single_with_child,6,Worker,21010A02-,Jette
681582,733378,21010A02-,LEOPOLD I,733378,18,1,female,parent,413692,4,single_with_child,6,Worker,21010A02-,Jette
681583,733379,21010A02-,LEOPOLD I,733379,18,1,female,parent,413693,4,single_with_child,6,Worker,21010A02-,Jette
684273,736225,21011A11-,LEPREUX,736225,20,1,female,parent,415382,4,single_with_child,6,Worker,21011A11-,Koekelberg
684274,736226,21011A11-,LEPREUX,736226,20,1,female,parent,415383,4,single_with_child,6,Worker,21011A11-,Koekelberg
684278,736288,21011A11-,LEPREUX,736288,19,1,female,parent,415415,4,single_with_child,6,Worker,21011A11-,Koekelberg
684282,736350,21011A11-,LEPREUX,736350,18,1,female,parent,415447,4,single_with_child,6,Worker,21011A11-,Koekelberg
686531,738715,21011A30-,ARCHERS - FOUREZ,738715,20,1,female,parent,416592,4,single_with_child,6,Worker,21011A30-,Koekelberg
686532,738716,21011A30-,ARCHERS - FOUREZ,738716,20,1,female,parent,416593,4,single_with_child,6,Worker,21011A30-,Koekelberg
686539,738755,21011A30-,ARCHERS - FOUREZ,738755,19,1,female,parent,416614,4,single_with_child,6,Worker,21011A30-,Koekelberg
686546,738794,21011A30-,ARCHERS - FOUREZ,738794,18,1,female,parent,416635,4,single_with_child,6,Worker,21011A30-,Koekelberg
689930,742242,21011A20-,PLATEAU,742242,20,1,female,parent,418291,4,single_with_child,6,Worker,21011A20-,Koekelberg
689931,742243,21011A20-,PLATEAU,742243,20,1,female,parent,418292,4,single_with_child,6,Worker,21011A20-,Koekelberg
689932,742244,21011A20-,PLATEAU,742244,20,1,female,parent,418293,4,single_with_child,6,Worker,21011A20-,Koekelberg
689940,742304,21011A20-,PLATEAU,742304,19,1,female,parent,418325,4,single_with_child,6,Worker,21011A20-,Koekelberg
689941,742305,21011A20-,PLATEAU,742305,19,1,female,parent,418326,4,single_with_child,6,Worker,21011A20-,Koekelberg
689949,742365,21011A20-,PLATEAU,742365,18,1,female,parent,418358,4,single_with_child,6,Worker,21011A20-,Koekelberg
689950,742366,21011A20-,PLATEAU,742366,18,1,female,parent,418359,4,single_with_child,6,Worker,21011A20-,Koekelberg
693143,745663,21011A10-,PAIX (AVENUE DE LA),745663,20,1,female,parent,420301,4,single_with_child,6,Worker,21011A10-,Koekelberg
693144,745664,21011A10-,PAIX (AVENUE DE LA),745664,20,1,female,parent,420302,4,single_with_child,6,Worker,21011A10-,Koekelberg
693145,745665,21011A10-,PAIX (AVENUE DE LA),745665,20,1,female,parent,420303,4,single_with_child,6,Worker,21011A10-,Koekelberg
693149,745729,21011A10-,PAIX (AVENUE DE LA),745729,19,1,female,parent,420336,4,single_with_child,6,Worker,21011A10-,Koekelberg
693150,745730,21011A10-,PAIX (AVENUE DE LA),745730,19,1,female,parent,420337,4,single_with_child,6,Worker,21011A10-,Koekelberg
693154,745794,21011A10-,PAIX (AVENUE DE LA),745794,18,1,female,parent,420370,4,single_with_child,6,Worker,21011A10-,Koekelberg
693155,745795,21011A10-,PAIX (AVENUE DE LA),745795,18,1,female,parent,420371,4,single_with_child,6,Worker,21011A10-,Koekelberg
697040,749800,21011A01-,SAINTE-ANNE,749800,20,1,female,parent,422203,4,single_with_child,6,Worker,21011A01-,Koekelberg
697041,749801,21011A01-,SAINTE-ANNE,749801,20,1,female,parent,422204,4,single_with_child,6,Worker,21011A01-,Koekelberg
697042,749802,21011A01-,SAINTE-ANNE,749802,20,1,female,parent,422205,4,single_with_child,6,Worker,21011A01-,Koekelberg
697043,749803,21011A01-,SAINTE-ANNE,749803,20,1,female,parent,422206,4,single_with_child,6,Worker,21011A01-,Koekelberg
697044,749804,21011A01-,SAINTE-ANNE,749804,20,1,female,parent,422207,4,single_with_child,6,Worker,21011A01-,Koekelberg
697053,749861,21011A01-,SAINTE-ANNE,749861,19,1,female,parent,422237,4,single_with_child,6,Worker,21011A01-,Koekelberg
697054,749862,21011A01-,SAINTE-ANNE,749862,19,1,female,parent,422238,4,single_with_child,6,Worker,21011A01-,Koekelberg
697055,749863,21011A01-,SAINTE-ANNE,749863,19,1,female,parent,422239,4,single_with_child,6,Worker,21011A01-,Koekelberg
697064,749920,21011A01-,SAINTE-ANNE,749920,18,1,female,parent,422269,4,single_with_child,6,Worker,21011A01-,Koekelberg
697065,749921,21011A01-,SAINTE-ANNE,749921,18,1,female,parent,422270,4,single_with_child,6,Worker,21011A01-,Koekelberg
697066,749922,21011A01-,SAINTE-ANNE,749922,18,1,female,parent,422271,4,single_with_child,6,Worker,21011A01-,Koekelberg
699832,752784,21011A02-,JACQUET (RUE DE),752784,20,1,female,parent,423899,4,single_with_child,6,Worker,21011A02-,Koekelberg
699834,752786,21011A02-,JACQUET (RUE DE),752786,20,1,female,parent,423900,4,single_with_child,6,Worker,21011A02-,Koekelberg
699840,752812,21011A02-,JACQUET (RUE DE),752812,19,1,female,parent,423913,4,single_with_child,6,Worker,21011A02-,Koekelberg
699849,752841,21011A02-,JACQUET (RUE DE),752841,18,1,female,parent,423926,4,single_with_child,6,Worker,21011A02-,Koekelberg
701907,754939,21011A00-,VANHUFFEL,754939,20,1,female,parent,424983,4,single_with_child,6,Worker,21011A00-,Koekelberg
701910,754942,21011A00-,VANHUFFEL,754942,20,1,female,parent,424984,4,single_with_child,6,Worker,21011A00-,Koekelberg
701916,754974,21011A00-,VANHUFFEL,754974,19,1,female,parent,425000,4,single_with_child,6,Worker,21011A00-,Koekelberg
701917,754975,21011A00-,VANHUFFEL,754975,19,1,female,parent,425001,4,single_with_child,6,Worker,21011A00-,Koekelberg
