,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Code_x,Commune_x,Code_y,Name,Commune_y,WorkID,WorkType
1489,916030,21013A51-,TOISON D'OR (AVENUE),916030,19,0,male,parent,513349,3,single,,,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
1491,918738,21014A00-,PLACE SAINT-JOSSE,918738,18,1,female,parent,514602,1,couple_with_child,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1492,918740,21014A00-,PLACE SAINT-JOSSE,918740,18,1,female,parent,514603,1,couple_with_child,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1493,918790,21014A00-,PLACE SAINT-JOSSE,918790,18,1,female,parent,514628,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1495,918792,21014A00-,PLACE SAINT-JOSSE,918792,18,1,female,parent,514630,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1496,918793,21014A00-,PLACE SAINT-JOSSE,918793,18,1,female,parent,514631,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1497,918794,21014A00-,PLACE SAINT-JOSSE,918794,18,1,female,parent,514632,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1505,919427,21014A00-,PLACE SAINT-JOSSE,919427,18,0,male,parent,515213,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1506,919428,21014A00-,PLACE SAINT-JOSSE,919428,18,0,male,parent,515214,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1507,919429,21014A00-,PLACE SAINT-JOSSE,919429,18,0,male,parent,515215,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1508,919430,21014A00-,PLACE SAINT-JOSSE,919430,18,0,male,parent,515216,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1509,919431,21014A00-,PLACE SAINT-JOSSE,919431,18,0,male,parent,515217,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1510,919432,21014A00-,PLACE SAINT-JOSSE,919432,18,0,male,parent,515218,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1511,919433,21014A00-,PLACE SAINT-JOSSE,919433,18,0,male,parent,515219,3,single,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1512,916772,21014A00-,PLACE SAINT-JOSSE,916772,18,1,female,child,513812,1,couple_with_child,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1513,916832,21014A00-,PLACE SAINT-JOSSE,916832,18,1,female,child,513838,4,single_with_child,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1516,917022,21014A00-,PLACE SAINT-JOSSE,917022,18,1,female,child,513909,1,couple_with_child,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1520,917164,21014A00-,PLACE SAINT-JOSSE,917164,18,1,female,child,513962,1,couple_with_child,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1521,917253,21014A00-,PLACE SAINT-JOSSE,917253,18,0,male,child,514000,4,single_with_child,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1522,917353,21014A00-,PLACE SAINT-JOSSE,917353,18,1,female,child,514040,4,single_with_child,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1524,917410,21014A00-,PLACE SAINT-JOSSE,917410,18,1,female,child,514061,4,single_with_child,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1526,917947,21014A00-,PLACE SAINT-JOSSE,917947,18,1,female,child,514277,1,couple_with_child,,,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
1527,921192,21014A02-,CHARITE,921192,18,1,female,parent,516146,1,couple_with_child,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1529,921221,21014A02-,CHARITE,921221,18,1,female,parent,516160,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1530,921222,21014A02-,CHARITE,921222,18,1,female,parent,516161,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1531,921223,21014A02-,CHARITE,921223,18,1,female,parent,516162,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1532,921224,21014A02-,CHARITE,921224,18,1,female,parent,516163,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1533,921225,21014A02-,CHARITE,921225,18,1,female,parent,516164,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1535,921638,21014A02-,CHARITE,921638,19,0,male,parent,516550,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1537,921641,21014A02-,CHARITE,921641,19,0,male,parent,516553,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1542,921646,21014A02-,CHARITE,921646,18,0,male,parent,516558,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1543,921647,21014A02-,CHARITE,921647,18,0,male,parent,516559,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1544,921648,21014A02-,CHARITE,921648,18,0,male,parent,516560,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1545,921649,21014A02-,CHARITE,921649,18,0,male,parent,516561,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1546,921650,21014A02-,CHARITE,921650,18,0,male,parent,516562,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1547,921651,21014A02-,CHARITE,921651,18,0,male,parent,516563,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1548,921652,21014A02-,CHARITE,921652,18,0,male,parent,516564,3,single,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1549,920334,21014A02-,CHARITE,920334,18,1,female,child,515726,1,couple_with_child,,,21014A02-,Saint-Josse-ten-Noode,21014A02-,CHARITE,Saint-Josse-ten-Noode,6,Worker
1551,922736,21014A14-,PRAIRIE,922736,18,1,female,parent,517141,1,couple_with_child,,,21014A14-,Saint-Josse-ten-Noode,21014A14-,PRAIRIE,Saint-Josse-ten-Noode,6,Worker
1552,922760,21014A14-,PRAIRIE,922760,18,1,female,parent,517151,3,single,,,21014A14-,Saint-Josse-ten-Noode,21014A14-,PRAIRIE,Saint-Josse-ten-Noode,6,Worker
1554,923010,21014A14-,PRAIRIE,923010,19,0,male,parent,517375,3,single,,,21014A14-,Saint-Josse-ten-Noode,21014A14-,PRAIRIE,Saint-Josse-ten-Noode,6,Worker
1556,923013,21014A14-,PRAIRIE,923013,18,0,male,parent,517378,3,single,,,21014A14-,Saint-Josse-ten-Noode,21014A14-,PRAIRIE,Saint-Josse-ten-Noode,6,Worker
1557,923014,21014A14-,PRAIRIE,923014,18,0,male,parent,517379,3,single,,,21014A14-,Saint-Josse-ten-Noode,21014A14-,PRAIRIE,Saint-Josse-ten-Noode,6,Worker
1558,923015,21014A14-,PRAIRIE,923015,18,0,male,parent,517380,3,single,,,21014A14-,Saint-Josse-ten-Noode,21014A14-,PRAIRIE,Saint-Josse-ten-Noode,6,Worker
1559,923137,21014A14-,PRAIRIE,923137,18,0,male,parent,517411,5,colloc,,,21014A14-,Saint-Josse-ten-Noode,21014A14-,PRAIRIE,Saint-Josse-ten-Noode,6,Worker
1560,922218,21014A14-,PRAIRIE,922218,18,1,female,child,516914,4,single_with_child,,,21014A14-,Saint-Josse-ten-Noode,21014A14-,PRAIRIE,Saint-Josse-ten-Noode,6,Worker
1561,922328,21014A14-,PRAIRIE,922328,18,1,female,child,516961,1,couple_with_child,,,21014A14-,Saint-Josse-ten-Noode,21014A14-,PRAIRIE,Saint-Josse-ten-Noode,6,Worker
1562,922401,21014A14-,PRAIRIE,922401,18,1,female,child,516996,1,couple_with_child,,,21014A14-,Saint-Josse-ten-Noode,21014A14-,PRAIRIE,Saint-Josse-ten-Noode,6,Worker
1563,922425,21014A14-,PRAIRIE,922425,18,0,male,child,517008,4,single_with_child,,,21014A14-,Saint-Josse-ten-Noode,21014A14-,PRAIRIE,Saint-Josse-ten-Noode,6,Worker
1567,926214,21014A41-,BOSSUET,926214,18,1,female,parent,518763,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1568,926216,21014A41-,BOSSUET,926216,18,1,female,parent,518764,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1569,926218,21014A41-,BOSSUET,926218,18,1,female,parent,518765,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1570,926272,21014A41-,BOSSUET,926272,18,1,female,parent,518792,3,single,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1571,926273,21014A41-,BOSSUET,926273,18,1,female,parent,518793,3,single,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1572,926274,21014A41-,BOSSUET,926274,18,1,female,parent,518794,3,single,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1573,926275,21014A41-,BOSSUET,926275,18,1,female,parent,518795,3,single,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1577,926341,21014A41-,BOSSUET,926341,19,0,male,parent,518830,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1582,926763,21014A41-,BOSSUET,926763,18,0,male,parent,519225,3,single,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1584,926765,21014A41-,BOSSUET,926765,18,0,male,parent,519227,3,single,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1585,926766,21014A41-,BOSSUET,926766,18,0,male,parent,519228,3,single,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1586,926767,21014A41-,BOSSUET,926767,18,0,male,parent,519229,3,single,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1589,923886,21014A41-,BOSSUET,923886,18,0,male,child,517900,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1591,923941,21014A41-,BOSSUET,923941,18,0,male,child,517920,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1592,923957,21014A41-,BOSSUET,923957,19,0,male,child,517924,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1593,923972,21014A41-,BOSSUET,923972,18,0,male,child,517932,4,single_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1594,924001,21014A41-,BOSSUET,924001,18,1,female,child,517940,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1597,924135,21014A41-,BOSSUET,924135,18,0,male,child,517988,4,single_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1598,924260,21014A41-,BOSSUET,924260,18,1,female,child,518028,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1599,924282,21014A41-,BOSSUET,924282,18,1,female,child,518034,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1600,924297,21014A41-,BOSSUET,924297,18,1,female,child,518038,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1603,924573,21014A41-,BOSSUET,924573,18,1,female,child,518146,4,single_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1604,924721,21014A41-,BOSSUET,924721,18,1,female,child,518199,1,couple_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1606,925165,21014A41-,BOSSUET,925165,18,0,male,child,518363,4,single_with_child,,,21014A41-,Saint-Josse-ten-Noode,21014A41-,BOSSUET,Saint-Josse-ten-Noode,6,Worker
1609,929107,21014A10-,SAINT-FRANCOIS,929107,18,1,female,parent,520313,1,couple_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1610,929109,21014A10-,SAINT-FRANCOIS,929109,18,1,female,parent,520314,1,couple_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1611,929143,21014A10-,SAINT-FRANCOIS,929143,18,1,female,parent,520331,3,single,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1612,929144,21014A10-,SAINT-FRANCOIS,929144,18,1,female,parent,520332,3,single,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1615,929494,21014A10-,SAINT-FRANCOIS,929494,19,0,male,parent,520646,3,single,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1618,929497,21014A10-,SAINT-FRANCOIS,929497,18,0,male,parent,520649,3,single,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1619,929498,21014A10-,SAINT-FRANCOIS,929498,18,0,male,parent,520650,3,single,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1620,927806,21014A10-,SAINT-FRANCOIS,927806,18,0,male,child,519890,4,single_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1621,927967,21014A10-,SAINT-FRANCOIS,927967,18,0,male,child,519936,1,couple_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1622,928017,21014A10-,SAINT-FRANCOIS,928017,18,0,male,child,519951,1,couple_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1623,928025,21014A10-,SAINT-FRANCOIS,928025,18,0,male,child,519953,4,single_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1625,928099,21014A10-,SAINT-FRANCOIS,928099,18,0,male,child,519974,1,couple_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1627,928145,21014A10-,SAINT-FRANCOIS,928145,18,1,female,child,519988,4,single_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1628,928177,21014A10-,SAINT-FRANCOIS,928177,18,0,male,child,519998,4,single_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1630,928246,21014A10-,SAINT-FRANCOIS,928246,18,0,male,child,520019,4,single_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1631,928315,21014A10-,SAINT-FRANCOIS,928315,18,0,male,child,520039,4,single_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1632,929513,21014A10-,SAINT-FRANCOIS,929513,18,0,male,child,520656,4,single_with_child,,,21014A10-,Saint-Josse-ten-Noode,21014A10-,SAINT-FRANCOIS,Saint-Josse-ten-Noode,6,Worker
1634,931251,21014A03-,MADOU,931251,18,1,female,parent,521703,1,couple_with_child,,,21014A03-,Saint-Josse-ten-Noode,21014A03-,MADOU,Saint-Josse-ten-Noode,6,Worker
1635,931273,21014A03-,MADOU,931273,18,1,female,parent,521714,3,single,,,21014A03-,Saint-Josse-ten-Noode,21014A03-,MADOU,Saint-Josse-ten-Noode,6,Worker
1636,931274,21014A03-,MADOU,931274,18,1,female,parent,521715,3,single,,,21014A03-,Saint-Josse-ten-Noode,21014A03-,MADOU,Saint-Josse-ten-Noode,6,Worker
1638,931447,21014A03-,MADOU,931447,19,0,male,parent,521866,3,single,,,21014A03-,Saint-Josse-ten-Noode,21014A03-,MADOU,Saint-Josse-ten-Noode,6,Worker
1639,931449,21014A03-,MADOU,931449,18,0,male,parent,521868,3,single,,,21014A03-,Saint-Josse-ten-Noode,21014A03-,MADOU,Saint-Josse-ten-Noode,6,Worker
1640,931450,21014A03-,MADOU,931450,18,0,male,parent,521869,3,single,,,21014A03-,Saint-Josse-ten-Noode,21014A03-,MADOU,Saint-Josse-ten-Noode,6,Worker
1641,930613,21014A03-,MADOU,930613,18,1,female,child,521444,4,single_with_child,,,21014A03-,Saint-Josse-ten-Noode,21014A03-,MADOU,Saint-Josse-ten-Noode,6,Worker
1646,931970,21014A12-,SAINT-LAZARE,931970,18,0,male,parent,522187,3,single,,,21014A12-,Saint-Josse-ten-Noode,21014A12-,SAINT-LAZARE,Saint-Josse-ten-Noode,6,Worker
1647,931694,21014A12-,SAINT-LAZARE,931694,18,1,female,child,522007,1,couple_with_child,,,21014A12-,Saint-Josse-ten-Noode,21014A12-,SAINT-LAZARE,Saint-Josse-ten-Noode,6,Worker
1650,932844,21014A01-,STEURS,932844,18,0,male,parent,522487,1,couple_with_child,,,21014A01-,Saint-Josse-ten-Noode,21014A01-,STEURS,Saint-Josse-ten-Noode,6,Worker
1651,932867,21014A01-,STEURS,932867,18,1,female,parent,522500,1,couple_with_child,,,21014A01-,Saint-Josse-ten-Noode,21014A01-,STEURS,Saint-Josse-ten-Noode,6,Worker
1653,932891,21014A01-,STEURS,932891,18,1,female,parent,522512,3,single,,,21014A01-,Saint-Josse-ten-Noode,21014A01-,STEURS,Saint-Josse-ten-Noode,6,Worker
1655,933059,21014A01-,STEURS,933059,18,0,male,parent,522656,3,single,,,21014A01-,Saint-Josse-ten-Noode,21014A01-,STEURS,Saint-Josse-ten-Noode,6,Worker
1659,932266,21014A01-,STEURS,932266,18,1,female,child,522305,4,single_with_child,,,21014A01-,Saint-Josse-ten-Noode,21014A01-,STEURS,Saint-Josse-ten-Noode,6,Worker
1660,932294,21014A01-,STEURS,932294,18,1,female,child,522313,4,single_with_child,,,21014A01-,Saint-Josse-ten-Noode,21014A01-,STEURS,Saint-Josse-ten-Noode,6,Worker
1663,932398,21014A01-,STEURS,932398,18,1,female,child,522338,1,couple_with_child,,,21014A01-,Saint-Josse-ten-Noode,21014A01-,STEURS,Saint-Josse-ten-Noode,6,Worker
1664,932408,21014A01-,STEURS,932408,18,0,male,child,522341,1,couple_with_child,,,21014A01-,Saint-Josse-ten-Noode,21014A01-,STEURS,Saint-Josse-ten-Noode,6,Worker
1665,932514,21014A01-,STEURS,932514,18,1,female,child,522376,1,couple_with_child,,,21014A01-,Saint-Josse-ten-Noode,21014A01-,STEURS,Saint-Josse-ten-Noode,6,Worker
1667,932603,21014A01-,STEURS,932603,18,0,male,child,522405,4,single_with_child,,,21014A01-,Saint-Josse-ten-Noode,21014A01-,STEURS,Saint-Josse-ten-Noode,6,Worker
1670,935431,21014A04-,HAECHT (CHAUSSEE DE),935431,18,1,female,parent,523694,1,couple_with_child,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1671,935433,21014A04-,HAECHT (CHAUSSEE DE),935433,18,1,female,parent,523695,1,couple_with_child,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1672,935469,21014A04-,HAECHT (CHAUSSEE DE),935469,18,1,female,parent,523713,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1673,935470,21014A04-,HAECHT (CHAUSSEE DE),935470,18,1,female,parent,523714,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1674,935471,21014A04-,HAECHT (CHAUSSEE DE),935471,18,1,female,parent,523715,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1675,935472,21014A04-,HAECHT (CHAUSSEE DE),935472,18,1,female,parent,523716,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1676,935473,21014A04-,HAECHT (CHAUSSEE DE),935473,18,1,female,parent,523717,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1677,935474,21014A04-,HAECHT (CHAUSSEE DE),935474,18,1,female,parent,523718,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1678,935475,21014A04-,HAECHT (CHAUSSEE DE),935475,18,1,female,parent,523719,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1679,935476,21014A04-,HAECHT (CHAUSSEE DE),935476,18,1,female,parent,523720,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1685,936002,21014A04-,HAECHT (CHAUSSEE DE),936002,19,0,male,parent,524208,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1686,936003,21014A04-,HAECHT (CHAUSSEE DE),936003,18,0,male,parent,524209,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1687,936004,21014A04-,HAECHT (CHAUSSEE DE),936004,18,0,male,parent,524210,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1688,936005,21014A04-,HAECHT (CHAUSSEE DE),936005,18,0,male,parent,524211,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1689,936006,21014A04-,HAECHT (CHAUSSEE DE),936006,18,0,male,parent,524212,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1690,936007,21014A04-,HAECHT (CHAUSSEE DE),936007,18,0,male,parent,524213,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1691,936008,21014A04-,HAECHT (CHAUSSEE DE),936008,18,0,male,parent,524214,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1692,936009,21014A04-,HAECHT (CHAUSSEE DE),936009,18,0,male,parent,524215,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1693,936010,21014A04-,HAECHT (CHAUSSEE DE),936010,18,0,male,parent,524216,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1694,936011,21014A04-,HAECHT (CHAUSSEE DE),936011,18,0,male,parent,524217,3,single,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1696,933509,21014A04-,HAECHT (CHAUSSEE DE),933509,18,1,female,child,522921,1,couple_with_child,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1698,933569,21014A04-,HAECHT (CHAUSSEE DE),933569,18,0,male,child,522946,1,couple_with_child,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1699,933603,21014A04-,HAECHT (CHAUSSEE DE),933603,18,1,female,child,522959,4,single_with_child,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
1701,933897,21014A04-,HAECHT (CHAUSSEE DE),933897,18,0,male,child,523067,1,couple_with_child,,,21014A04-,Saint-Josse-ten-Noode,21014A04-,HAECHT (CHAUSSEE DE),Saint-Josse-ten-Noode,6,Worker
