,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code,Commune,WorkerID,WorkerType,WorkSectorStat,WorkSectorStatName
9334,21010A02-,LEOPOLD I,648682,75,1,female,parent,358145,6,collectif,21010A02-,Jette,8,Nursing Home,21010A02-,LEOPOLD I
9335,21010A03-,MIROIR,601185,77,1,female,parent,333975,6,collectif,21010A03-,Jette,8,Nursing Home,21010A03-,MIROIR
9336,21010A10-,ANCIENNE BARRIERE,603993,74,0,male,parent,335606,6,collectif,21010A10-,Jette,8,Nursing Home,21010A10-,ANCIENNE BARRIERE
9337,21010A1AJ,ARBRE BALLON,613013,69,0,male,parent,340251,6,collectif,21010A1AJ,Jette,8,Nursing Home,21010A1AJ,ARBRE BALLON
9338,21010A13-,CITE-JARDIN,623690,71,1,female,parent,345665,6,collectif,21010A13-,Jette,8,Nursing Home,21010A13-,CITE-JARDIN
9339,21010A13-,CITE-JARDIN,623714,66,1,female,parent,345689,6,collectif,21010A13-,Jette,8,Nursing Home,21010A13-,CITE-JARDIN
9340,21010A02-,LEOPOLD I,648674,78,1,female,parent,358137,6,collectif,21010A02-,Jette,8,Nursing Home,21010A02-,LEOPOLD I
9341,21010A10-,ANCIENNE BARRIERE,604003,67,0,male,parent,335616,6,collectif,21010A10-,Jette,8,Nursing Home,21010A10-,ANCIENNE BARRIERE
9342,21010A21-,MADELEINE,644333,66,0,male,parent,356146,6,collectif,21010A21-,Jette,8,Nursing Home,21010A21-,MADELEINE
9343,21010A04-,NOTRE-DAME DE LOURDES,597637,89,1,female,parent,332244,6,collectif,21010A04-,Jette,8,Nursing Home,21010A04-,NOTRE-DAME DE LOURDES
9344,21010A01-,ESSEGHEM,640009,75,1,female,parent,353838,6,collectif,21010A01-,Jette,8,Nursing Home,21010A01-,ESSEGHEM
9345,21010A04-,NOTRE-DAME DE LOURDES,597674,86,1,female,parent,332281,6,collectif,21010A04-,Jette,8,Nursing Home,21010A04-,NOTRE-DAME DE LOURDES
9346,21010A04-,NOTRE-DAME DE LOURDES,597670,86,1,female,parent,332277,6,collectif,21010A04-,Jette,8,Nursing Home,21010A04-,NOTRE-DAME DE LOURDES
9347,21010A111,HEYMBOSCH,608775,72,1,female,parent,338194,6,collectif,21010A111,Jette,8,Nursing Home,21010A111,HEYMBOSCH
9348,21010A13-,CITE-JARDIN,623822,66,0,male,parent,345797,6,collectif,21010A13-,Jette,8,Nursing Home,21010A13-,CITE-JARDIN
9349,21010A05-,ALBERT (QUARTIER),618479,73,1,female,parent,342709,6,collectif,21010A05-,Jette,8,Nursing Home,21010A05-,ALBERT (QUARTIER)
9350,21010A00-,CENTRE,630345,72,0,male,parent,349137,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9351,21010A01-,ESSEGHEM,640016,74,1,female,parent,353845,6,collectif,21010A01-,Jette,8,Nursing Home,21010A01-,ESSEGHEM
9352,21010A312,BAECK DUPRE,609704,66,0,male,parent,338691,6,collectif,21010A312,Jette,8,Nursing Home,21010A312,BAECK DUPRE
9353,21010A312,BAECK DUPRE,609588,83,1,female,parent,338575,6,collectif,21010A312,Jette,8,Nursing Home,21010A312,BAECK DUPRE
9354,21010A141,BRUGMANN,635055,73,0,male,parent,351594,6,collectif,21010A141,Jette,8,Nursing Home,21010A141,BRUGMANN
9355,21010A1AJ,ARBRE BALLON,613014,68,0,male,parent,340252,6,collectif,21010A1AJ,Jette,8,Nursing Home,21010A1AJ,ARBRE BALLON
9356,21010A00-,CENTRE,630163,67,1,female,parent,348955,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9357,21010A111,HEYMBOSCH,608673,84,1,female,parent,338092,6,collectif,21010A111,Jette,8,Nursing Home,21010A111,HEYMBOSCH
9358,21010A13-,CITE-JARDIN,623698,71,1,female,parent,345673,6,collectif,21010A13-,Jette,8,Nursing Home,21010A13-,CITE-JARDIN
9359,21010A00-,CENTRE,630328,74,0,male,parent,349120,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9360,21010A13-,CITE-JARDIN,623669,73,1,female,parent,345644,6,collectif,21010A13-,Jette,8,Nursing Home,21010A13-,CITE-JARDIN
9361,21010A01-,ESSEGHEM,640056,71,1,female,parent,353885,6,collectif,21010A01-,Jette,8,Nursing Home,21010A01-,ESSEGHEM
9362,21010A00-,CENTRE,630083,74,1,female,parent,348875,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9363,21010A05-,ALBERT (QUARTIER),618799,72,0,male,parent,343029,6,collectif,21010A05-,Jette,8,Nursing Home,21010A05-,ALBERT (QUARTIER)
9364,21010A03-,MIROIR,601177,79,1,female,parent,333967,6,collectif,21010A03-,Jette,8,Nursing Home,21010A03-,MIROIR
9365,21010A04-,NOTRE-DAME DE LOURDES,597633,89,1,female,parent,332240,6,collectif,21010A04-,Jette,8,Nursing Home,21010A04-,NOTRE-DAME DE LOURDES
9366,21010A00-,CENTRE,629986,88,1,female,parent,348778,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9367,21010A00-,CENTRE,630056,76,1,female,parent,348848,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9368,21010A13-,CITE-JARDIN,623600,82,1,female,parent,345575,6,collectif,21010A13-,Jette,8,Nursing Home,21010A13-,CITE-JARDIN
9369,21010A04-,NOTRE-DAME DE LOURDES,597774,72,1,female,parent,332381,6,collectif,21010A04-,Jette,8,Nursing Home,21010A04-,NOTRE-DAME DE LOURDES
9370,21010A1AJ,ARBRE BALLON,613007,72,0,male,parent,340245,6,collectif,21010A1AJ,Jette,8,Nursing Home,21010A1AJ,ARBRE BALLON
9371,21010A03-,MIROIR,601216,71,1,female,parent,334006,6,collectif,21010A03-,Jette,8,Nursing Home,21010A03-,MIROIR
9372,21010A21-,MADELEINE,644212,72,1,female,parent,356025,6,collectif,21010A21-,Jette,8,Nursing Home,21010A21-,MADELEINE
9373,21010A04-,NOTRE-DAME DE LOURDES,597623,91,1,female,parent,332230,6,collectif,21010A04-,Jette,8,Nursing Home,21010A04-,NOTRE-DAME DE LOURDES
9374,21010A00-,CENTRE,630014,81,1,female,parent,348806,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9375,21010A01-,ESSEGHEM,640251,76,0,male,parent,354080,6,collectif,21010A01-,Jette,8,Nursing Home,21010A01-,ESSEGHEM
9376,21010A04-,NOTRE-DAME DE LOURDES,597676,86,1,female,parent,332283,6,collectif,21010A04-,Jette,8,Nursing Home,21010A04-,NOTRE-DAME DE LOURDES
9377,21010A02-,LEOPOLD I,648635,85,1,female,parent,358098,6,collectif,21010A02-,Jette,8,Nursing Home,21010A02-,LEOPOLD I
9378,21010A13-,CITE-JARDIN,623783,74,0,male,parent,345758,6,collectif,21010A13-,Jette,8,Nursing Home,21010A13-,CITE-JARDIN
9379,21010A00-,CENTRE,630033,79,1,female,parent,348825,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9380,21010A00-,CENTRE,630306,78,0,male,parent,349098,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9381,21010A121,F. MOHRFELD (RUE DE),605346,80,1,female,parent,336227,6,collectif,21010A121,Jette,8,Nursing Home,21010A121,F. MOHRFELD (RUE DE)
9382,21010A21-,MADELEINE,644147,81,1,female,parent,355960,6,collectif,21010A21-,Jette,8,Nursing Home,21010A21-,MADELEINE
9383,21010A1AJ,ARBRE BALLON,613004,73,0,male,parent,340242,6,collectif,21010A1AJ,Jette,8,Nursing Home,21010A1AJ,ARBRE BALLON
9384,21010A00-,CENTRE,630113,72,1,female,parent,348905,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9385,21010A21-,MADELEINE,644204,73,1,female,parent,356017,6,collectif,21010A21-,Jette,8,Nursing Home,21010A21-,MADELEINE
9386,21010A141,BRUGMANN,634926,73,1,female,parent,351465,6,collectif,21010A141,Jette,8,Nursing Home,21010A141,BRUGMANN
9387,21010A141,BRUGMANN,634904,75,1,female,parent,351443,6,collectif,21010A141,Jette,8,Nursing Home,21010A141,BRUGMANN
9388,21010A141,BRUGMANN,634867,81,1,female,parent,351406,6,collectif,21010A141,Jette,8,Nursing Home,21010A141,BRUGMANN
9389,21010A00-,CENTRE,630011,81,1,female,parent,348803,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9390,21010A21-,MADELEINE,644324,71,0,male,parent,356137,6,collectif,21010A21-,Jette,8,Nursing Home,21010A21-,MADELEINE
9391,21010A111,HEYMBOSCH,608680,83,1,female,parent,338099,6,collectif,21010A111,Jette,8,Nursing Home,21010A111,HEYMBOSCH
9392,21010A13-,CITE-JARDIN,623601,82,1,female,parent,345576,6,collectif,21010A13-,Jette,8,Nursing Home,21010A13-,CITE-JARDIN
9393,21010A00-,CENTRE,630385,68,0,male,parent,349177,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9394,21010A121,F. MOHRFELD (RUE DE),605390,76,0,male,parent,336271,6,collectif,21010A121,Jette,8,Nursing Home,21010A121,F. MOHRFELD (RUE DE)
9395,21010A05-,ALBERT (QUARTIER),618508,70,1,female,parent,342738,6,collectif,21010A05-,Jette,8,Nursing Home,21010A05-,ALBERT (QUARTIER)
9396,21010A13-,CITE-JARDIN,623645,76,1,female,parent,345620,6,collectif,21010A13-,Jette,8,Nursing Home,21010A13-,CITE-JARDIN
9397,21010A21-,MADELEINE,644180,76,1,female,parent,355993,6,collectif,21010A21-,Jette,8,Nursing Home,21010A21-,MADELEINE
9398,21010A05-,ALBERT (QUARTIER),618824,67,0,male,parent,343054,6,collectif,21010A05-,Jette,8,Nursing Home,21010A05-,ALBERT (QUARTIER)
9399,21010A13-,CITE-JARDIN,623703,70,1,female,parent,345678,6,collectif,21010A13-,Jette,8,Nursing Home,21010A13-,CITE-JARDIN
9400,21010A01-,ESSEGHEM,640280,67,0,male,parent,354109,6,collectif,21010A01-,Jette,8,Nursing Home,21010A01-,ESSEGHEM
9401,21010A1AJ,ARBRE BALLON,612886,77,1,female,parent,340124,6,collectif,21010A1AJ,Jette,8,Nursing Home,21010A1AJ,ARBRE BALLON
9402,21010A02-,LEOPOLD I,648688,74,1,female,parent,358151,6,collectif,21010A02-,Jette,8,Nursing Home,21010A02-,LEOPOLD I
9403,21010A13-,CITE-JARDIN,623780,74,0,male,parent,345755,6,collectif,21010A13-,Jette,8,Nursing Home,21010A13-,CITE-JARDIN
9404,21010A01-,ESSEGHEM,640239,79,0,male,parent,354068,6,collectif,21010A01-,Jette,8,Nursing Home,21010A01-,ESSEGHEM
9405,21010A00-,CENTRE,630121,72,1,female,parent,348913,6,collectif,21010A00-,Jette,8,Nursing Home,21010A00-,CENTRE
9406,21010A13-,CITE-JARDIN,623701,70,1,female,parent,345676,6,collectif,21010A13-,Jette,8,Nursing Home,21010A13-,CITE-JARDIN
9407,21010A312,BAECK DUPRE,609608,68,1,female,parent,338595,6,collectif,21010A312,Jette,8,Nursing Home,21010A312,BAECK DUPRE
9408,21010A121,F. MOHRFELD (RUE DE),605355,73,1,female,parent,336236,6,collectif,21010A121,Jette,8,Nursing Home,21010A121,F. MOHRFELD (RUE DE)
9409,21010A03-,MIROIR,601170,82,1,female,parent,333960,6,collectif,21010A03-,Jette,8,Nursing Home,21010A03-,MIROIR
9410,21010A05-,ALBERT (QUARTIER),618424,83,1,female,parent,342654,6,collectif,21010A05-,Jette,8,Nursing Home,21010A05-,ALBERT (QUARTIER)
9411,21010A312,BAECK DUPRE,609583,88,1,female,parent,338570,6,collectif,21010A312,Jette,8,Nursing Home,21010A312,BAECK DUPRE
9412,21010A111,HEYMBOSCH,608715,79,1,female,parent,338134,6,collectif,21010A111,Jette,8,Nursing Home,21010A111,HEYMBOSCH
9413,21010A04-,NOTRE-DAME DE LOURDES,597682,85,1,female,parent,332289,6,collectif,21010A04-,Jette,8,Nursing Home,21010A04-,NOTRE-DAME DE LOURDES
9414,21010A04-,NOTRE-DAME DE LOURDES,597677,85,1,female,parent,332284,6,collectif,21010A04-,Jette,8,Nursing Home,21010A04-,NOTRE-DAME DE LOURDES
9415,21010A05-,ALBERT (QUARTIER),618807,71,0,male,parent,343037,6,collectif,21010A05-,Jette,8,Nursing Home,21010A05-,ALBERT (QUARTIER)
9416,21010A01-,ESSEGHEM,640234,81,0,male,parent,354063,6,collectif,21010A01-,Jette,8,Nursing Home,21010A01-,ESSEGHEM
9417,21010A02-,LEOPOLD I,648630,86,1,female,parent,358093,6,collectif,21010A02-,Jette,8,Nursing Home,21010A02-,LEOPOLD I
9418,21011A10-,PAIX (AVENUE DE LA),660734,65,1,female,parent,364317,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9419,21011A10-,PAIX (AVENUE DE LA),660706,72,1,female,parent,364289,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9420,21011A20-,PLATEAU,657480,66,1,female,parent,362473,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9421,21011A00-,VANHUFFEL,669988,81,0,male,parent,368721,6,collectif,21011A00-,Koekelberg,8,Nursing Home,21011A00-,VANHUFFEL
9422,21011A01-,SAINTE-ANNE,665147,77,1,female,parent,366303,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9423,21011A20-,PLATEAU,657441,78,1,female,parent,362434,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9424,21011A01-,SAINTE-ANNE,665132,80,1,female,parent,366288,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9425,21011A01-,SAINTE-ANNE,665396,79,0,male,parent,366552,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9426,21011A01-,SAINTE-ANNE,665157,75,1,female,parent,366313,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9427,21011A11-,LEPREUX,651333,71,0,male,parent,359690,6,collectif,21011A11-,Koekelberg,8,Nursing Home,21011A11-,LEPREUX
9428,21011A00-,VANHUFFEL,670003,72,0,male,parent,368736,6,collectif,21011A00-,Koekelberg,8,Nursing Home,21011A00-,VANHUFFEL
9429,21011A20-,PLATEAU,657443,77,1,female,parent,362436,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9430,21011A20-,PLATEAU,657483,65,1,female,parent,362476,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9431,21011A00-,VANHUFFEL,670015,68,0,male,parent,368748,6,collectif,21011A00-,Koekelberg,8,Nursing Home,21011A00-,VANHUFFEL
9432,21011A10-,PAIX (AVENUE DE LA),660703,72,1,female,parent,364286,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9433,21011A01-,SAINTE-ANNE,665181,71,1,female,parent,366337,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9434,21011A01-,SAINTE-ANNE,665168,73,1,female,parent,366324,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9435,21011A30-,ARCHERS - FOUREZ,654043,68,0,male,parent,361019,6,collectif,21011A30-,Koekelberg,8,Nursing Home,21011A30-,ARCHERS - FOUREZ
9436,21011A30-,ARCHERS - FOUREZ,654035,70,0,male,parent,361011,6,collectif,21011A30-,Koekelberg,8,Nursing Home,21011A30-,ARCHERS - FOUREZ
9437,21011A01-,SAINTE-ANNE,665193,65,1,female,parent,366349,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9438,21011A01-,SAINTE-ANNE,665175,72,1,female,parent,366331,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9439,21011A11-,LEPREUX,651228,74,1,female,parent,359585,6,collectif,21011A11-,Koekelberg,8,Nursing Home,21011A11-,LEPREUX
9440,21011A12-,BASILIQUE,672289,77,1,female,parent,370008,6,collectif,21011A12-,Koekelberg,8,Nursing Home,21011A12-,BASILIQUE
9441,21011A01-,SAINTE-ANNE,665130,81,1,female,parent,366286,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9442,21011A00-,VANHUFFEL,670001,72,0,male,parent,368734,6,collectif,21011A00-,Koekelberg,8,Nursing Home,21011A00-,VANHUFFEL
9443,21011A11-,LEPREUX,651250,71,1,female,parent,359607,6,collectif,21011A11-,Koekelberg,8,Nursing Home,21011A11-,LEPREUX
9444,21011A30-,ARCHERS - FOUREZ,654024,73,0,male,parent,361000,6,collectif,21011A30-,Koekelberg,8,Nursing Home,21011A30-,ARCHERS - FOUREZ
9445,21011A10-,PAIX (AVENUE DE LA),660696,73,1,female,parent,364279,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9446,21011A11-,LEPREUX,651319,81,0,male,parent,359676,6,collectif,21011A11-,Koekelberg,8,Nursing Home,21011A11-,LEPREUX
9447,21011A12-,BASILIQUE,672425,74,0,male,parent,370144,6,collectif,21011A12-,Koekelberg,8,Nursing Home,21011A12-,BASILIQUE
9448,21011A11-,LEPREUX,651229,74,1,female,parent,359586,6,collectif,21011A11-,Koekelberg,8,Nursing Home,21011A11-,LEPREUX
9449,21011A11-,LEPREUX,651217,77,1,female,parent,359574,6,collectif,21011A11-,Koekelberg,8,Nursing Home,21011A11-,LEPREUX
9450,21011A01-,SAINTE-ANNE,665409,76,0,male,parent,366565,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9451,21011A10-,PAIX (AVENUE DE LA),660784,73,0,male,parent,364367,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9452,21011A01-,SAINTE-ANNE,665110,84,1,female,parent,366266,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9453,21011A01-,SAINTE-ANNE,665397,79,0,male,parent,366553,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9454,21011A00-,VANHUFFEL,669797,72,1,female,parent,368530,6,collectif,21011A00-,Koekelberg,8,Nursing Home,21011A00-,VANHUFFEL
9455,21011A00-,VANHUFFEL,670007,70,0,male,parent,368740,6,collectif,21011A00-,Koekelberg,8,Nursing Home,21011A00-,VANHUFFEL
9456,21011A10-,PAIX (AVENUE DE LA),660785,72,0,male,parent,364368,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9457,21011A10-,PAIX (AVENUE DE LA),660678,76,1,female,parent,364261,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9458,21011A01-,SAINTE-ANNE,665192,65,1,female,parent,366348,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9459,21011A30-,ARCHERS - FOUREZ,654059,65,0,male,parent,361035,6,collectif,21011A30-,Koekelberg,8,Nursing Home,21011A30-,ARCHERS - FOUREZ
9460,21011A10-,PAIX (AVENUE DE LA),660660,86,1,female,parent,364243,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9461,21011A11-,LEPREUX,651269,66,1,female,parent,359626,6,collectif,21011A11-,Koekelberg,8,Nursing Home,21011A11-,LEPREUX
9462,21011A20-,PLATEAU,657468,71,1,female,parent,362461,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9463,21011A12-,BASILIQUE,672286,77,1,female,parent,370005,6,collectif,21011A12-,Koekelberg,8,Nursing Home,21011A12-,BASILIQUE
9464,21011A01-,SAINTE-ANNE,665128,81,1,female,parent,366284,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9465,21011A30-,ARCHERS - FOUREZ,654009,80,0,male,parent,360985,6,collectif,21011A30-,Koekelberg,8,Nursing Home,21011A30-,ARCHERS - FOUREZ
9466,21011A01-,SAINTE-ANNE,665399,78,0,male,parent,366555,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9467,21011A11-,LEPREUX,651194,85,1,female,parent,359551,6,collectif,21011A11-,Koekelberg,8,Nursing Home,21011A11-,LEPREUX
9468,21011A20-,PLATEAU,657451,75,1,female,parent,362444,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9469,21011A20-,PLATEAU,657446,76,1,female,parent,362439,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9470,21011A01-,SAINTE-ANNE,665115,83,1,female,parent,366271,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9471,21011A01-,SAINTE-ANNE,665419,67,0,male,parent,366575,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9472,21011A30-,ARCHERS - FOUREZ,654026,73,0,male,parent,361002,6,collectif,21011A30-,Koekelberg,8,Nursing Home,21011A30-,ARCHERS - FOUREZ
9473,21011A01-,SAINTE-ANNE,665178,72,1,female,parent,366334,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9474,21011A20-,PLATEAU,657873,81,0,male,parent,362866,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9475,21011A10-,PAIX (AVENUE DE LA),660725,68,1,female,parent,364308,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9476,21011A01-,SAINTE-ANNE,665413,74,0,male,parent,366569,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9477,21011A30-,ARCHERS - FOUREZ,653928,74,1,female,parent,360904,6,collectif,21011A30-,Koekelberg,8,Nursing Home,21011A30-,ARCHERS - FOUREZ
9478,21011A11-,LEPREUX,651267,67,1,female,parent,359624,6,collectif,21011A11-,Koekelberg,8,Nursing Home,21011A11-,LEPREUX
9479,21011A01-,SAINTE-ANNE,665093,89,1,female,parent,366249,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9480,21011A12-,BASILIQUE,672442,70,0,male,parent,370161,6,collectif,21011A12-,Koekelberg,8,Nursing Home,21011A12-,BASILIQUE
9481,21011A01-,SAINTE-ANNE,665404,77,0,male,parent,366560,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9482,21011A12-,BASILIQUE,672260,84,1,female,parent,369979,6,collectif,21011A12-,Koekelberg,8,Nursing Home,21011A12-,BASILIQUE
9483,21011A02-,JACQUET (RUE DE),667717,68,0,male,parent,367586,6,collectif,21011A02-,Koekelberg,8,Nursing Home,21011A02-,JACQUET (RUE DE)
9484,21011A12-,BASILIQUE,672435,72,0,male,parent,370154,6,collectif,21011A12-,Koekelberg,8,Nursing Home,21011A12-,BASILIQUE
9485,21011A20-,PLATEAU,657475,69,1,female,parent,362468,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9486,21011A11-,LEPREUX,651187,87,1,female,parent,359544,6,collectif,21011A11-,Koekelberg,8,Nursing Home,21011A11-,LEPREUX
9487,21011A10-,PAIX (AVENUE DE LA),660797,70,0,male,parent,364380,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9488,21011A30-,ARCHERS - FOUREZ,653921,75,1,female,parent,360897,6,collectif,21011A30-,Koekelberg,8,Nursing Home,21011A30-,ARCHERS - FOUREZ
9489,21011A20-,PLATEAU,657891,73,0,male,parent,362884,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9490,21011A01-,SAINTE-ANNE,665406,77,0,male,parent,366562,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9491,21011A10-,PAIX (AVENUE DE LA),660781,73,0,male,parent,364364,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9492,21011A02-,JACQUET (RUE DE),667638,73,1,female,parent,367507,6,collectif,21011A02-,Koekelberg,8,Nursing Home,21011A02-,JACQUET (RUE DE)
9493,21011A10-,PAIX (AVENUE DE LA),660699,72,1,female,parent,364282,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9494,21011A20-,PLATEAU,657442,77,1,female,parent,362435,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9495,21011A12-,BASILIQUE,672264,82,1,female,parent,369983,6,collectif,21011A12-,Koekelberg,8,Nursing Home,21011A12-,BASILIQUE
9496,21011A00-,VANHUFFEL,669997,74,0,male,parent,368730,6,collectif,21011A00-,Koekelberg,8,Nursing Home,21011A00-,VANHUFFEL
9497,21011A12-,BASILIQUE,672441,70,0,male,parent,370160,6,collectif,21011A12-,Koekelberg,8,Nursing Home,21011A12-,BASILIQUE
9498,21011A01-,SAINTE-ANNE,665148,77,1,female,parent,366304,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9499,21011A20-,PLATEAU,657420,84,1,female,parent,362413,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9500,21011A30-,ARCHERS - FOUREZ,653947,67,1,female,parent,360923,6,collectif,21011A30-,Koekelberg,8,Nursing Home,21011A30-,ARCHERS - FOUREZ
9501,21011A20-,PLATEAU,657886,74,0,male,parent,362879,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
9502,21011A01-,SAINTE-ANNE,665098,88,1,female,parent,366254,6,collectif,21011A01-,Koekelberg,8,Nursing Home,21011A01-,SAINTE-ANNE
9503,21011A10-,PAIX (AVENUE DE LA),660793,70,0,male,parent,364376,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9504,21011A10-,PAIX (AVENUE DE LA),660669,81,1,female,parent,364252,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9505,21011A02-,JACQUET (RUE DE),667631,84,1,female,parent,367500,6,collectif,21011A02-,Koekelberg,8,Nursing Home,21011A02-,JACQUET (RUE DE)
9506,21011A02-,JACQUET (RUE DE),667637,73,1,female,parent,367506,6,collectif,21011A02-,Koekelberg,8,Nursing Home,21011A02-,JACQUET (RUE DE)
9507,21011A10-,PAIX (AVENUE DE LA),660657,89,1,female,parent,364240,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9508,21011A12-,BASILIQUE,672272,80,1,female,parent,369991,6,collectif,21011A12-,Koekelberg,8,Nursing Home,21011A12-,BASILIQUE
9509,21011A12-,BASILIQUE,672312,73,1,female,parent,370031,6,collectif,21011A12-,Koekelberg,8,Nursing Home,21011A12-,BASILIQUE
9510,21011A10-,PAIX (AVENUE DE LA),660790,71,0,male,parent,364373,6,collectif,21011A10-,Koekelberg,8,Nursing Home,21011A10-,PAIX (AVENUE DE LA)
9511,21011A11-,LEPREUX,651220,76,1,female,parent,359577,6,collectif,21011A11-,Koekelberg,8,Nursing Home,21011A11-,LEPREUX
9512,21011A20-,PLATEAU,657437,79,1,female,parent,362430,6,collectif,21011A20-,Koekelberg,8,Nursing Home,21011A20-,PLATEAU
