,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code_x,Commune_x,Code_y,Name,Commune_y,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName
559,21005A33-,CARDINAL LAVIGERIE (RUE),395724,18,1,female,parent,215720,1,couple_with_child,21005A33-,Etterbeek,21005A33-,CARDINAL LAVIGERIE (RUE),Etterbeek,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
560,21009A63-,MACAU,530621,18,1,female,parent,290607,1,couple_with_child,21009A63-,Ixelles,21009A63-,MACAU,Ixelles,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
561,21001C522,HOPITAL U.L.B.,40447,18,1,female,parent,22288,3,single,21001C522,Anderlecht,21001C522,HOPITAL U.L.B.,Anderlecht,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
562,21001C512,CHANTS D'OISEAUX,35713,18,1,female,parent,19433,1,couple_with_child,21001C512,Anderlecht,21001C512,CHANTS D'OISEAUX,Anderlecht,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
563,21001A43-,VAN BEETHOVEN,11483,18,1,female,parent,6194,2,couple_no_child,21001A43-,Anderlecht,21001A43-,VAN BEETHOVEN,Anderlecht,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
564,21001A503,VIVES,7683,18,1,female,child,4209,1,couple_with_child,21001A503,Anderlecht,21001A503,VIVES,Anderlecht,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
565,21001B10-,ROSEE-EST,111770,18,1,female,parent,58970,5,colloc,21001B10-,Anderlecht,21001B10-,ROSEE-EST,Anderlecht,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
566,21001B23-,CONSEIL-SUD,63580,18,1,female,parent,34380,3,single,21001B23-,Anderlecht,21001B23-,CONSEIL-SUD,Anderlecht,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
567,21001B321,ALBERT I- QUARTIER,56286,18,1,female,parent,30676,3,single,21001B321,Anderlecht,21001B321,ALBERT I- QUARTIER,Anderlecht,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
568,21001A30-,BIZET,44280,18,1,female,parent,23995,2,couple_no_child,21001A30-,Anderlecht,21001A30-,BIZET,Anderlecht,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
569,21001A83-,PETERBOS,5272,18,1,female,child,2750,1,couple_with_child,21001A83-,Anderlecht,21001A83-,PETERBOS,Anderlecht,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
570,21001A81-,BROECK,50010,18,1,female,parent,27414,3,single,21001A81-,Anderlecht,21001A81-,BROECK,Anderlecht,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
571,21001B20-,CONSEIL-NORD,61732,18,1,female,child,33305,4,single_with_child,21001B20-,Anderlecht,21001B20-,CONSEIL-NORD,Anderlecht,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
572,21001A441,DOCTEUR ROUX,32617,18,1,female,child,17756,1,couple_with_child,21001A441,Anderlecht,21001A441,DOCTEUR ROUX,Anderlecht,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
573,21001A92-,JAKOB SMITS,102194,18,1,female,parent,54086,3,single,21001A92-,Anderlecht,21001A92-,JAKOB SMITS,Anderlecht,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
574,21001B321,ALBERT I- QUARTIER,56278,18,1,female,parent,30673,1,couple_with_child,21001B321,Anderlecht,21001B321,ALBERT I- QUARTIER,Anderlecht,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
575,21001A81-,BROECK,50001,18,1,female,parent,27410,1,couple_with_child,21001A81-,Anderlecht,21001A81-,BROECK,Anderlecht,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
576,21001B11-,ROSEE-OUEST,78768,18,1,female,parent,42396,1,couple_with_child,21001B11-,Anderlecht,21001B11-,ROSEE-OUEST,Anderlecht,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
577,21001B321,ALBERT I- QUARTIER,56283,18,1,female,parent,30674,2,couple_no_child,21001B321,Anderlecht,21001B321,ALBERT I- QUARTIER,Anderlecht,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
578,21012A041,QUATRE VENTS,687662,18,1,female,child,378309,1,couple_with_child,21012A041,Molenbeek Saint-Jean,21012A041,QUATRE VENTS,Molenbeek Saint-Jean,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
579,21012A041,QUATRE VENTS,688621,18,1,female,parent,378580,1,couple_with_child,21012A041,Molenbeek Saint-Jean,21012A041,QUATRE VENTS,Molenbeek Saint-Jean,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
580,21012A62-,LIBERATEURS,715365,18,1,female,parent,391503,1,couple_with_child,21012A62-,Molenbeek Saint-Jean,21012A62-,LIBERATEURS,Molenbeek Saint-Jean,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
581,21012A50-,BENES,733661,18,1,female,parent,400899,2,couple_no_child,21012A50-,Molenbeek Saint-Jean,21012A50-,BENES,Molenbeek Saint-Jean,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
582,21012A11-,INDUSTRIE,770634,18,1,female,parent,420222,1,couple_with_child,21012A11-,Molenbeek Saint-Jean,21012A11-,INDUSTRIE,Molenbeek Saint-Jean,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
583,21012A62-,LIBERATEURS,715368,18,1,female,parent,391504,1,couple_with_child,21012A62-,Molenbeek Saint-Jean,21012A62-,LIBERATEURS,Molenbeek Saint-Jean,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
584,21012A24-,OSSEGHEM,679824,18,1,female,parent,373804,2,couple_no_child,21012A24-,Molenbeek Saint-Jean,21012A24-,OSSEGHEM,Molenbeek Saint-Jean,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
585,21012A30-,METTEWIE - IDYLLE,752770,18,1,female,parent,411137,1,couple_with_child,21012A30-,Molenbeek Saint-Jean,21012A30-,METTEWIE - IDYLLE,Molenbeek Saint-Jean,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
586,21011A12-,BASILIQUE,671907,18,1,female,parent,369742,2,couple_no_child,21011A12-,Koekelberg,21011A12-,BASILIQUE,Koekelberg,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
587,21011A11-,LEPREUX,650819,18,1,female,parent,359304,2,couple_no_child,21011A11-,Koekelberg,21011A11-,LEPREUX,Koekelberg,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
588,21011A01-,SAINTE-ANNE,664407,18,1,female,parent,365771,3,single,21011A01-,Koekelberg,21011A01-,SAINTE-ANNE,Koekelberg,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
589,21011A12-,BASILIQUE,671901,18,1,female,parent,369740,1,couple_with_child,21011A12-,Koekelberg,21011A12-,BASILIQUE,Koekelberg,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
590,21011A00-,VANHUFFEL,668229,18,1,female,child,367910,1,couple_with_child,21011A00-,Koekelberg,21011A00-,VANHUFFEL,Koekelberg,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
591,21011A20-,PLATEAU,657249,18,1,female,child,362382,4,single_with_child,21011A20-,Koekelberg,21011A20-,PLATEAU,Koekelberg,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
592,21011A10-,PAIX (AVENUE DE LA),660274,18,1,female,parent,363999,2,couple_no_child,21011A10-,Koekelberg,21011A10-,PAIX (AVENUE DE LA),Koekelberg,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
593,21003A283,ZAVELENBERG,181198,18,1,female,child,95714,1,couple_with_child,21003A283,Berchem Sainte-Agathe,21003A283,ZAVELENBERG,Berchem Sainte-Agathe,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
594,21003A011,MOLENBERG,175877,18,1,female,child,93171,1,couple_with_child,21003A011,Berchem Sainte-Agathe,21003A011,MOLENBERG,Berchem Sainte-Agathe,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
595,21010A111,HEYMBOSCH,608082,18,1,female,parent,337643,2,couple_no_child,21010A111,Jette,21010A111,HEYMBOSCH,Jette,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
596,21010A312,BAECK DUPRE,609477,18,1,female,parent,338501,3,single,21010A312,Jette,21010A312,BAECK DUPRE,Jette,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
597,21010A21-,MADELEINE,642171,18,1,female,child,355031,1,couple_with_child,21010A21-,Jette,21010A21-,MADELEINE,Jette,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
598,21010A02-,LEOPOLD I,646205,18,1,female,child,357048,1,couple_with_child,21010A02-,Jette,21010A02-,LEOPOLD I,Jette,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
599,21006A414,P. DUPONT (RUE),465708,18,1,female,child,255228,1,couple_with_child,21006A414,Evere,21006A414,P. DUPONT (RUE),Evere,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
600,21017A220,LE LOGIS-SUD,1095263,18,1,female,child,593519,4,single_with_child,21017A220,Watermael-Boitsfort,21017A220,LE LOGIS-SUD,Watermael-Boitsfort,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
601,21016A331,CHAUSSEE DE WATERLOO-OUEST,1038456,18,1,female,parent,562700,5,colloc,21016A331,Uccle,21016A331,CHAUSSEE DE WATERLOO-OUEST,Uccle,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
602,21016A311,FORT JACO,1086988,18,1,female,child,588932,1,couple_with_child,21016A311,Uccle,21016A311,FORT JACO,Uccle,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
603,21016A311,FORT JACO,1087612,18,1,female,parent,589153,1,couple_with_child,21016A311,Uccle,21016A311,FORT JACO,Uccle,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
604,21016A410,ALPHONSE XIII,1078295,18,1,female,parent,584235,1,couple_with_child,21016A410,Uccle,21016A410,ALPHONSE XIII,Uccle,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
605,21016A322,CHAUSSEE DE WATERLOO-EST,1072457,18,1,female,parent,581132,2,couple_no_child,21016A322,Uccle,21016A322,CHAUSSEE DE WATERLOO-EST,Uccle,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
606,21016A701,MERLO,1033770,18,1,female,parent,559916,2,couple_no_child,21016A701,Uccle,21016A701,MERLO,Uccle,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
607,21016A102,GROESELENBERG,1065333,18,1,female,parent,576943,1,couple_with_child,21016A102,Uccle,21016A102,GROESELENBERG,Uccle,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
608,21007A61-,MONTENEGRO (RUE),501781,18,1,female,child,274264,4,single_with_child,21007A61-,Forest,21007A61-,MONTENEGRO (RUE),Forest,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
609,21007A53-,WIELEMANS CEUPPENS,492891,18,1,female,parent,269678,3,single,21007A53-,Forest,21007A53-,WIELEMANS CEUPPENS,Forest,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
610,21007A239,NEPTUNE (AVENUE) I,520562,18,1,female,parent,284322,3,single,21007A239,Forest,21007A239,NEPTUNE (AVENUE) I,Forest,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
611,21007A61-,MONTENEGRO (RUE),501348,18,1,female,child,274100,1,couple_with_child,21007A61-,Forest,21007A61-,MONTENEGRO (RUE),Forest,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
612,21007A06-,KATANGA,504663,18,1,female,child,275948,1,couple_with_child,21007A06-,Forest,21007A06-,KATANGA,Forest,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
613,21007A142,MONTE CARLO,490366,18,1,female,parent,268474,3,single,21007A142,Forest,21007A142,MONTE CARLO,Forest,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
614,21007A00-,CENTRE SAINT-DENIS,506167,18,1,female,child,276869,1,couple_with_child,21007A00-,Forest,21007A00-,CENTRE SAINT-DENIS,Forest,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
615,21004B43-,AMBIORIX-NORD (SQUARE),219124,18,0,male,child,116736,1,couple_with_child,21004B43-,Bruxelles,21004B43-,AMBIORIX-NORD (SQUARE),Bruxelles,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
616,21004A70-,BLAES (RUE)-SUD,254014,18,0,male,parent,136374,1,couple_with_child,21004A70-,Bruxelles,21004A70-,BLAES (RUE)-SUD,Bruxelles,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
617,21004F531,RUE DES FAINES,232183,18,0,male,parent,124535,1,couple_with_child,21004F531,Bruxelles,21004F531,RUE DES FAINES,Bruxelles,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
618,21004C63-,NATIONS (SQUARE DES),244416,18,0,male,child,131134,4,single_with_child,21004C63-,Bruxelles,21004C63-,NATIONS (SQUARE DES),Bruxelles,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
619,21015A101,GARE,936130,18,0,male,parent,509777,2,couple_no_child,21015A101,Schaerbeek,21015A101,GARE,Schaerbeek,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
620,21015A05-,ROYALE SAINTE-MARIE (RUE),926804,18,0,male,parent,504969,1,couple_with_child,21015A05-,Schaerbeek,21015A05-,ROYALE SAINTE-MARIE (RUE),Schaerbeek,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
621,21005A01-,SAINTE-GERTRUDE,404272,18,0,male,parent,220507,2,couple_no_child,21005A01-,Etterbeek,21005A01-,SAINTE-GERTRUDE,Etterbeek,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
622,21013A052,FAIDER (RUE),811955,18,0,male,parent,443526,3,single,21013A052,Saint-Gilles,21013A052,FAIDER (RUE),Saint-Gilles,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
623,21001A132,RAUTER-NORD,72975,18,0,male,parent,39437,1,couple_with_child,21001A132,Anderlecht,21001A132,RAUTER-NORD,Anderlecht,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
624,21001B20-,CONSEIL-NORD,60939,18,0,male,parent,32594,2,couple_no_child,21001B20-,Anderlecht,21001B20-,CONSEIL-NORD,Anderlecht,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
625,21001A41-,ROMAIN ROLLAND,19626,18,0,male,parent,10562,1,couple_with_child,21001A41-,Anderlecht,21001A41-,ROMAIN ROLLAND,Anderlecht,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
626,21001A911,SCHEUT-EST,93056,18,0,male,child,49925,1,couple_with_child,21001A911,Anderlecht,21001A911,SCHEUT-EST,Anderlecht,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
627,21001B332,GOUJONS,112819,18,0,male,child,59652,1,couple_with_child,21001B332,Anderlecht,21001B332,GOUJONS,Anderlecht,5,Unif off campus,21001C522,"Name       HOPITAL U.L.B.
Commune        Anderlecht
Name: 21001C522, dtype: object"
628,21001C522,HOPITAL U.L.B.,40544,18,0,male,parent,22385,3,single,21001C522,Anderlecht,21001C522,HOPITAL U.L.B.,Anderlecht,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
629,21001B241,REVISION-SUD,113720,18,0,male,child,60170,1,couple_with_child,21001B241,Anderlecht,21001B241,REVISION-SUD,Anderlecht,5,Unif off campus,21001A3MJ,"Name          CERIA I
Commune    Anderlecht
Name: 21001A3MJ, dtype: object"
630,21001B332,GOUJONS,112774,18,0,male,child,59633,1,couple_with_child,21001B332,Anderlecht,21001B332,GOUJONS,Anderlecht,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
631,21001A401,ARBORETUM,12566,18,0,male,parent,6880,3,single,21001A401,Anderlecht,21001A401,ARBORETUM,Anderlecht,5,Unif off campus,21001A051,"Name        LINDE-EST
Commune    Anderlecht
Name: 21001A051, dtype: object"
632,21012A26-,MACHTENS-NORD,684203,18,0,male,parent,376231,2,couple_no_child,21012A26-,Molenbeek Saint-Jean,21012A26-,MACHTENS-NORD,Molenbeek Saint-Jean,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
633,21012A41-,MOORTEBEEK,758297,18,0,male,parent,413933,2,couple_no_child,21012A41-,Molenbeek Saint-Jean,21012A41-,MOORTEBEEK,Molenbeek Saint-Jean,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
634,21011A12-,BASILIQUE,671735,18,0,male,parent,369682,1,couple_with_child,21011A12-,Koekelberg,21011A12-,BASILIQUE,Koekelberg,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
635,21011A01-,SAINTE-ANNE,662698,18,0,male,child,365204,1,couple_with_child,21011A01-,Koekelberg,21011A01-,SAINTE-ANNE,Koekelberg,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
636,21003A02-,LAURE - BASILIQUE,172560,18,0,male,parent,91278,1,couple_with_child,21003A02-,Berchem Sainte-Agathe,21003A02-,LAURE - BASILIQUE,Berchem Sainte-Agathe,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
637,21010A00-,CENTRE,624940,18,0,male,child,346520,4,single_with_child,21010A00-,Jette,21010A00-,CENTRE,Jette,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
638,21010A13-,CITE-JARDIN,623309,18,0,male,parent,345476,3,single,21010A13-,Jette,21010A13-,CITE-JARDIN,Jette,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
639,21016A342,FOND,1085302,18,0,male,parent,587728,1,couple_with_child,21016A342,Uccle,21016A342,FOND,Uccle,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
640,21016A311,FORT JACO,1087188,18,0,male,child,589004,1,couple_with_child,21016A311,Uccle,21016A311,FORT JACO,Uccle,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
641,21007A70-,ALTITUDE  CENT,515646,18,0,male,child,281748,1,couple_with_child,21007A70-,Forest,21007A70-,ALTITUDE  CENT,Forest,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
642,21018A24-,LAMBEAU (AVENUE),1153104,18,0,male,parent,626269,3,single,21018A24-,Woluwe Saint-Lambert,21018A24-,LAMBEAU (AVENUE),Woluwe Saint-Lambert,5,Unif off campus,21001B25-,"Name       REVISION-NORD
Commune       Anderlecht
Name: 21001B25-, dtype: object"
643,21004A03-,BON SECOURS - PALAIS DU MIDI,256966,18,1,female,parent,138416,3,single,21004A03-,Bruxelles,21004A03-,BON SECOURS - PALAIS DU MIDI,Bruxelles,5,Unif off campus,21019A52-,"Name                 DUC (RUE)
Commune    Woluwe Saint-Pierre
Name: 21019A52-, dtype: object"
644,21004E72-,MAISON ROUGE (PLACE)-SUD,336148,18,1,female,child,183642,1,couple_with_child,21004E72-,Bruxelles,21004E72-,MAISON ROUGE (PLACE)-SUD,Bruxelles,5,Unif off campus,21019A52-,"Name                 DUC (RUE)
Commune    Woluwe Saint-Pierre
Name: 21019A52-, dtype: object"
645,21004E130,SACRE-COEUR,329039,18,1,female,parent,179703,1,couple_with_child,21004E130,Bruxelles,21004E130,SACRE-COEUR,Bruxelles,5,Unif off campus,21019A21-,"Name                    MANOIR
Commune    Woluwe Saint-Pierre
Name: 21019A21-, dtype: object"
646,21004C61-,U.L.B.,241352,18,1,female,parent,129274,3,single,21004C61-,Bruxelles,21004C61-,U.L.B.,Bruxelles,5,Unif off campus,21019A21-,"Name                    MANOIR
Commune    Woluwe Saint-Pierre
Name: 21019A21-, dtype: object"
647,21004E81-,DISQUE (RUE DU),377777,18,1,female,parent,205549,1,couple_with_child,21004E81-,Bruxelles,21004E81-,DISQUE (RUE DU),Bruxelles,5,Unif off campus,21019A42-,"Name             SALOME AVENUE
Commune    Woluwe Saint-Pierre
Name: 21019A42-, dtype: object"
648,21004B43-,AMBIORIX-NORD (SQUARE),217531,18,1,female,child,116033,4,single_with_child,21004B43-,Bruxelles,21004B43-,AMBIORIX-NORD (SQUARE),Bruxelles,5,Unif off campus,21019A42-,"Name             SALOME AVENUE
Commune    Woluwe Saint-Pierre
Name: 21019A42-, dtype: object"
649,21015A20-,HELMET,993648,18,1,female,parent,537093,3,single,21015A20-,Schaerbeek,21015A20-,HELMET,Schaerbeek,5,Unif off campus,21019A52-,"Name                 DUC (RUE)
Commune    Woluwe Saint-Pierre
Name: 21019A52-, dtype: object"
650,21015A63-,DESCHANEL P. (AVENUE),878183,18,1,female,child,480406,1,couple_with_child,21015A63-,Schaerbeek,21015A63-,DESCHANEL P. (AVENUE),Schaerbeek,5,Unif off campus,21019A52-,"Name                 DUC (RUE)
Commune    Woluwe Saint-Pierre
Name: 21019A52-, dtype: object"
651,21015A63-,DESCHANEL P. (AVENUE),877922,18,1,female,child,480303,1,couple_with_child,21015A63-,Schaerbeek,21015A63-,DESCHANEL P. (AVENUE),Schaerbeek,5,Unif off campus,21019A52-,"Name                 DUC (RUE)
Commune    Woluwe Saint-Pierre
Name: 21019A52-, dtype: object"
652,21015A50-,OPALE,861691,18,1,female,parent,470911,3,single,21015A50-,Schaerbeek,21015A50-,OPALE,Schaerbeek,5,Unif off campus,21019A21-,"Name                    MANOIR
Commune    Woluwe Saint-Pierre
Name: 21019A21-, dtype: object"
653,21015A021,HOUFFALIZE (PLACE),892698,18,1,female,child,487514,1,couple_with_child,21015A021,Schaerbeek,21015A021,HOUFFALIZE (PLACE),Schaerbeek,5,Unif off campus,21019A21-,"Name                    MANOIR
Commune    Woluwe Saint-Pierre
Name: 21019A21-, dtype: object"
654,21015A36-,CAMBIER (AVENUE E.),871598,18,1,female,parent,476841,1,couple_with_child,21015A36-,Schaerbeek,21015A36-,CAMBIER (AVENUE E.),Schaerbeek,5,Unif off campus,21019A42-,"Name             SALOME AVENUE
Commune    Woluwe Saint-Pierre
Name: 21019A42-, dtype: object"
655,21015A53-,DAILLY (PLACE),911751,18,1,female,child,497239,4,single_with_child,21015A53-,Schaerbeek,21015A53-,DAILLY (PLACE),Schaerbeek,5,Unif off campus,21019A42-,"Name             SALOME AVENUE
Commune    Woluwe Saint-Pierre
Name: 21019A42-, dtype: object"
656,21005A15-,SAINT-MICHEL COLLEGE,411497,18,1,female,parent,224804,1,couple_with_child,21005A15-,Etterbeek,21005A15-,SAINT-MICHEL COLLEGE,Etterbeek,5,Unif off campus,21019A52-,"Name                 DUC (RUE)
Commune    Woluwe Saint-Pierre
Name: 21019A52-, dtype: object"
657,21005A12-,SAINT-ANTOINE,431767,18,1,female,parent,236252,3,single,21005A12-,Etterbeek,21005A12-,SAINT-ANTOINE,Etterbeek,5,Unif off campus,21019A52-,"Name                 DUC (RUE)
Commune    Woluwe Saint-Pierre
Name: 21019A52-, dtype: object"
658,21005A01-,SAINTE-GERTRUDE,402217,18,1,female,child,219528,1,couple_with_child,21005A01-,Etterbeek,21005A01-,SAINTE-GERTRUDE,Etterbeek,5,Unif off campus,21019A21-,"Name                    MANOIR
Commune    Woluwe Saint-Pierre
Name: 21019A21-, dtype: object"
659,21005A14-,ARMEE (AVENUE DE L'),398816,18,1,female,parent,217408,3,single,21005A14-,Etterbeek,21005A14-,ARMEE (AVENUE DE L'),Etterbeek,5,Unif off campus,21019A42-,"Name             SALOME AVENUE
Commune    Woluwe Saint-Pierre
Name: 21019A42-, dtype: object"
660,21009A21-,ETE,546235,18,1,female,parent,300096,3,single,21009A21-,Ixelles,21009A21-,ETE,Ixelles,5,Unif off campus,21019A52-,"Name                 DUC (RUE)
Commune    Woluwe Saint-Pierre
Name: 21019A52-, dtype: object"
