,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code_x,Commune_x,Code_y,Name,Commune_y,WorkID,WorkType
16290,21013A151,METAL (RUE DU),813551,18,1,female,parent,444369,3,single,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16291,21013A151,METAL (RUE DU),813552,18,1,female,parent,444370,3,single,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16292,21013A151,METAL (RUE DU),813553,18,1,female,parent,444371,3,single,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16293,21013A151,METAL (RUE DU),813554,18,1,female,parent,444372,3,single,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16303,21013A151,METAL (RUE DU),813945,18,0,male,parent,444759,3,single,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16304,21013A151,METAL (RUE DU),813946,18,0,male,parent,444760,3,single,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16305,21013A151,METAL (RUE DU),813947,18,0,male,parent,444761,3,single,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16306,21013A151,METAL (RUE DU),813948,18,0,male,parent,444762,3,single,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16307,21013A151,METAL (RUE DU),813949,18,0,male,parent,444763,3,single,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16308,21013A151,METAL (RUE DU),813950,18,0,male,parent,444764,3,single,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16309,21013A151,METAL (RUE DU),812356,18,1,female,child,443799,1,couple_with_child,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16310,21013A151,METAL (RUE DU),812360,18,1,female,child,443801,4,single_with_child,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16311,21013A151,METAL (RUE DU),812363,18,0,male,child,443802,4,single_with_child,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16312,21013A151,METAL (RUE DU),812368,18,1,female,child,443803,1,couple_with_child,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16313,21013A151,METAL (RUE DU),812418,18,1,female,child,443822,4,single_with_child,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16316,21013A151,METAL (RUE DU),812458,18,1,female,child,443841,4,single_with_child,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16317,21013A151,METAL (RUE DU),812504,18,1,female,child,443862,4,single_with_child,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16322,21013A151,METAL (RUE DU),812771,18,0,male,child,443985,1,couple_with_child,21013A151,Saint-Gilles,21013A151,METAL (RUE DU),Saint-Gilles,6,Worker
16340,21013A522,RUE D'ECOSSE,815558,18,1,female,parent,445757,1,couple_with_child,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16341,21013A522,RUE D'ECOSSE,815561,18,1,female,parent,445758,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16342,21013A522,RUE D'ECOSSE,815562,18,1,female,parent,445759,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16343,21013A522,RUE D'ECOSSE,815563,18,1,female,parent,445760,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16344,21013A522,RUE D'ECOSSE,815564,18,1,female,parent,445761,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16345,21013A522,RUE D'ECOSSE,815565,18,1,female,parent,445762,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16346,21013A522,RUE D'ECOSSE,815566,18,1,female,parent,445763,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16347,21013A522,RUE D'ECOSSE,815567,18,1,female,parent,445764,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16348,21013A522,RUE D'ECOSSE,815568,18,1,female,parent,445765,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16349,21013A522,RUE D'ECOSSE,815569,18,1,female,parent,445766,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16350,21013A522,RUE D'ECOSSE,815570,18,1,female,parent,445767,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16362,21013A522,RUE D'ECOSSE,816003,18,0,male,parent,446196,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16363,21013A522,RUE D'ECOSSE,816004,18,0,male,parent,446197,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16365,21013A522,RUE D'ECOSSE,816007,18,0,male,parent,446200,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16366,21013A522,RUE D'ECOSSE,816008,18,0,male,parent,446201,3,single,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16367,21013A522,RUE D'ECOSSE,814505,18,1,female,child,445145,1,couple_with_child,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16370,21013A522,RUE D'ECOSSE,814955,18,1,female,child,445403,1,couple_with_child,21013A522,Saint-Gilles,21013A522,RUE D'ECOSSE,Saint-Gilles,6,Worker
16374,21013A40-,BARRIERE,817854,18,0,male,parent,447134,2,couple_no_child,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16387,21013A40-,BARRIERE,817961,18,1,female,parent,447189,1,couple_with_child,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16388,21013A40-,BARRIERE,817963,18,1,female,parent,447190,2,couple_no_child,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16389,21013A40-,BARRIERE,817965,18,1,female,parent,447191,3,single,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16390,21013A40-,BARRIERE,817966,18,1,female,parent,447192,3,single,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16391,21013A40-,BARRIERE,817967,18,1,female,parent,447193,3,single,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16392,21013A40-,BARRIERE,817968,18,1,female,parent,447194,3,single,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16393,21013A40-,BARRIERE,817969,18,1,female,parent,447195,3,single,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16401,21013A40-,BARRIERE,818347,18,0,male,parent,447569,3,single,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16402,21013A40-,BARRIERE,818348,18,0,male,parent,447570,3,single,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16403,21013A40-,BARRIERE,818349,18,0,male,parent,447571,3,single,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16404,21013A40-,BARRIERE,818350,18,0,male,parent,447572,3,single,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16409,21013A40-,BARRIERE,816809,18,0,male,child,446702,1,couple_with_child,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16413,21013A40-,BARRIERE,817155,18,1,female,child,446844,1,couple_with_child,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16414,21013A40-,BARRIERE,817159,18,0,male,child,446845,1,couple_with_child,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16415,21013A40-,BARRIERE,817188,18,1,female,child,446857,1,couple_with_child,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16416,21013A40-,BARRIERE,817221,18,1,female,child,446871,1,couple_with_child,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16419,21013A40-,BARRIERE,817302,18,0,male,child,446908,1,couple_with_child,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16420,21013A40-,BARRIERE,817331,18,0,male,child,446921,1,couple_with_child,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16421,21013A40-,BARRIERE,817337,18,1,female,child,446922,1,couple_with_child,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16422,21013A40-,BARRIERE,817466,18,1,female,child,446973,1,couple_with_child,21013A40-,Saint-Gilles,21013A40-,BARRIERE,Saint-Gilles,6,Worker
16423,21013A41-,VILLAS (AVENUE DES),820641,18,0,male,parent,448671,1,couple_with_child,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16426,21013A41-,VILLAS (AVENUE DES),820660,18,0,male,parent,448677,2,couple_no_child,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16451,21013A41-,VILLAS (AVENUE DES),820866,18,1,female,parent,448776,2,couple_no_child,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16452,21013A41-,VILLAS (AVENUE DES),820869,18,1,female,parent,448778,3,single,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16453,21013A41-,VILLAS (AVENUE DES),820870,18,1,female,parent,448779,3,single,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16454,21013A41-,VILLAS (AVENUE DES),820871,18,1,female,parent,448780,3,single,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16455,21013A41-,VILLAS (AVENUE DES),820872,18,1,female,parent,448781,3,single,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16456,21013A41-,VILLAS (AVENUE DES),820873,18,1,female,parent,448782,3,single,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16457,21013A41-,VILLAS (AVENUE DES),820874,18,1,female,parent,448783,3,single,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16461,21013A41-,VILLAS (AVENUE DES),821294,18,0,male,parent,449184,3,single,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16462,21013A41-,VILLAS (AVENUE DES),821295,18,0,male,parent,449185,3,single,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16463,21013A41-,VILLAS (AVENUE DES),821296,18,0,male,parent,449186,3,single,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16467,21013A41-,VILLAS (AVENUE DES),819222,18,1,female,child,448058,1,couple_with_child,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16470,21013A41-,VILLAS (AVENUE DES),819472,18,0,male,child,448172,4,single_with_child,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16474,21013A41-,VILLAS (AVENUE DES),819700,18,0,male,child,448272,4,single_with_child,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16475,21013A41-,VILLAS (AVENUE DES),819712,18,0,male,child,448275,1,couple_with_child,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16476,21013A41-,VILLAS (AVENUE DES),819717,18,1,female,child,448276,1,couple_with_child,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16478,21013A41-,VILLAS (AVENUE DES),819937,18,1,female,child,448374,1,couple_with_child,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16481,21013A41-,VILLAS (AVENUE DES),820070,18,0,male,child,448432,4,single_with_child,21013A41-,Saint-Gilles,21013A41-,VILLAS (AVENUE DES),Saint-Gilles,6,Worker
16494,21013A031,AMAZONE (RUE DE),822700,18,1,female,parent,449975,1,couple_with_child,21013A031,Saint-Gilles,21013A031,AMAZONE (RUE DE),Saint-Gilles,6,Worker
16495,21013A031,AMAZONE (RUE DE),822703,18,1,female,parent,449976,2,couple_no_child,21013A031,Saint-Gilles,21013A031,AMAZONE (RUE DE),Saint-Gilles,6,Worker
16496,21013A031,AMAZONE (RUE DE),822706,18,1,female,parent,449978,3,single,21013A031,Saint-Gilles,21013A031,AMAZONE (RUE DE),Saint-Gilles,6,Worker
16497,21013A031,AMAZONE (RUE DE),822707,18,1,female,parent,449979,3,single,21013A031,Saint-Gilles,21013A031,AMAZONE (RUE DE),Saint-Gilles,6,Worker
16499,21013A031,AMAZONE (RUE DE),822709,18,1,female,parent,449981,3,single,21013A031,Saint-Gilles,21013A031,AMAZONE (RUE DE),Saint-Gilles,6,Worker
16500,21013A031,AMAZONE (RUE DE),822710,18,1,female,parent,449982,3,single,21013A031,Saint-Gilles,21013A031,AMAZONE (RUE DE),Saint-Gilles,6,Worker
16508,21013A031,AMAZONE (RUE DE),822917,18,0,male,parent,450175,3,single,21013A031,Saint-Gilles,21013A031,AMAZONE (RUE DE),Saint-Gilles,6,Worker
16509,21013A031,AMAZONE (RUE DE),822918,18,0,male,parent,450176,3,single,21013A031,Saint-Gilles,21013A031,AMAZONE (RUE DE),Saint-Gilles,6,Worker
16511,21013A031,AMAZONE (RUE DE),822005,18,1,female,child,449595,4,single_with_child,21013A031,Saint-Gilles,21013A031,AMAZONE (RUE DE),Saint-Gilles,6,Worker
16522,21013A00-,HOTEL DE VILLE,825659,18,0,male,parent,451602,1,couple_with_child,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16523,21013A00-,HOTEL DE VILLE,825674,18,0,male,parent,451607,2,couple_no_child,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16524,21013A00-,HOTEL DE VILLE,825689,18,0,male,parent,451620,1,couple_with_child,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16526,21013A00-,HOTEL DE VILLE,825728,18,0,male,parent,451645,1,couple_with_child,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16530,21013A00-,HOTEL DE VILLE,825736,18,0,male,parent,451649,2,couple_no_child,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16533,21013A00-,HOTEL DE VILLE,825742,18,0,male,parent,451652,2,couple_no_child,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16544,21013A00-,HOTEL DE VILLE,825769,18,1,female,parent,451677,1,couple_with_child,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16545,21013A00-,HOTEL DE VILLE,825771,18,1,female,parent,451678,2,couple_no_child,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16546,21013A00-,HOTEL DE VILLE,825773,18,1,female,parent,451679,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16547,21013A00-,HOTEL DE VILLE,825774,18,1,female,parent,451680,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16548,21013A00-,HOTEL DE VILLE,825775,18,1,female,parent,451681,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16549,21013A00-,HOTEL DE VILLE,825776,18,1,female,parent,451682,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16550,21013A00-,HOTEL DE VILLE,825777,18,1,female,parent,451683,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16551,21013A00-,HOTEL DE VILLE,825778,18,1,female,parent,451684,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16552,21013A00-,HOTEL DE VILLE,825779,18,1,female,parent,451685,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16553,21013A00-,HOTEL DE VILLE,825780,18,1,female,parent,451686,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16554,21013A00-,HOTEL DE VILLE,825781,18,1,female,parent,451687,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16555,21013A00-,HOTEL DE VILLE,825785,18,0,male,parent,451690,1,couple_with_child,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16556,21013A00-,HOTEL DE VILLE,825787,18,0,male,parent,451691,2,couple_no_child,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16569,21013A00-,HOTEL DE VILLE,826375,18,0,male,parent,452277,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16570,21013A00-,HOTEL DE VILLE,826376,18,0,male,parent,452278,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16571,21013A00-,HOTEL DE VILLE,826377,18,0,male,parent,452279,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16572,21013A00-,HOTEL DE VILLE,826378,18,0,male,parent,452280,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16573,21013A00-,HOTEL DE VILLE,826379,18,0,male,parent,452281,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16574,21013A00-,HOTEL DE VILLE,826380,18,0,male,parent,452282,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16575,21013A00-,HOTEL DE VILLE,826381,18,0,male,parent,452283,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16576,21013A00-,HOTEL DE VILLE,826382,18,0,male,parent,452284,3,single,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16590,21013A00-,HOTEL DE VILLE,824760,18,1,female,child,451200,1,couple_with_child,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16591,21013A00-,HOTEL DE VILLE,824842,18,1,female,child,451243,4,single_with_child,21013A00-,Saint-Gilles,21013A00-,HOTEL DE VILLE,Saint-Gilles,6,Worker
16596,21013A51-,TOISON D'OR (AVENUE),828059,18,0,male,parent,453253,2,couple_no_child,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16598,21013A51-,TOISON D'OR (AVENUE),828125,18,0,male,parent,453290,1,couple_with_child,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16600,21013A51-,TOISON D'OR (AVENUE),828146,18,0,male,parent,453303,1,couple_with_child,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16601,21013A51-,TOISON D'OR (AVENUE),828149,18,0,male,parent,453304,2,couple_no_child,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16616,21013A51-,TOISON D'OR (AVENUE),828181,18,1,female,parent,453326,1,couple_with_child,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16618,21013A51-,TOISON D'OR (AVENUE),828184,18,1,female,parent,453327,2,couple_no_child,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16620,21013A51-,TOISON D'OR (AVENUE),828187,18,1,female,parent,453329,3,single,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16621,21013A51-,TOISON D'OR (AVENUE),828188,18,1,female,parent,453330,3,single,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16622,21013A51-,TOISON D'OR (AVENUE),828189,18,1,female,parent,453331,3,single,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16623,21013A51-,TOISON D'OR (AVENUE),828190,18,1,female,parent,453332,3,single,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16624,21013A51-,TOISON D'OR (AVENUE),828191,18,1,female,parent,453333,3,single,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16626,21013A51-,TOISON D'OR (AVENUE),828193,18,1,female,parent,453335,3,single,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16635,21013A51-,TOISON D'OR (AVENUE),828548,18,0,male,parent,453685,3,single,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16636,21013A51-,TOISON D'OR (AVENUE),828549,18,0,male,parent,453686,3,single,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16638,21013A51-,TOISON D'OR (AVENUE),828659,18,1,female,parent,453716,5,colloc,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16642,21013A51-,TOISON D'OR (AVENUE),827456,18,0,male,child,452946,1,couple_with_child,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16644,21013A51-,TOISON D'OR (AVENUE),827477,18,0,male,child,452956,1,couple_with_child,21013A51-,Saint-Gilles,21013A51-,TOISON D'OR (AVENUE),Saint-Gilles,6,Worker
16652,21014A00-,PLACE SAINT-JOSSE,831098,18,0,male,parent,454869,1,couple_with_child,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16655,21014A00-,PLACE SAINT-JOSSE,831125,18,0,male,parent,454875,2,couple_no_child,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16656,21014A00-,PLACE SAINT-JOSSE,831153,18,0,male,parent,454888,1,couple_with_child,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16678,21014A00-,PLACE SAINT-JOSSE,831406,18,1,female,parent,454985,1,couple_with_child,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16679,21014A00-,PLACE SAINT-JOSSE,831410,18,1,female,parent,454986,1,couple_with_child,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16680,21014A00-,PLACE SAINT-JOSSE,831414,18,1,female,parent,454987,2,couple_no_child,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16681,21014A00-,PLACE SAINT-JOSSE,831416,18,1,female,parent,454988,3,single,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16682,21014A00-,PLACE SAINT-JOSSE,831417,18,1,female,parent,454989,3,single,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16683,21014A00-,PLACE SAINT-JOSSE,831418,18,1,female,parent,454990,3,single,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16684,21014A00-,PLACE SAINT-JOSSE,831419,18,1,female,parent,454991,3,single,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16685,21014A00-,PLACE SAINT-JOSSE,831420,18,1,female,parent,454992,3,single,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16698,21014A00-,PLACE SAINT-JOSSE,831966,18,0,male,parent,455527,3,single,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16700,21014A00-,PLACE SAINT-JOSSE,831968,18,0,male,parent,455529,3,single,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16701,21014A00-,PLACE SAINT-JOSSE,831969,18,0,male,parent,455530,3,single,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16702,21014A00-,PLACE SAINT-JOSSE,831970,18,0,male,parent,455531,3,single,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16704,21014A00-,PLACE SAINT-JOSSE,831972,18,0,male,parent,455533,3,single,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16705,21014A00-,PLACE SAINT-JOSSE,829209,18,0,male,child,454128,1,couple_with_child,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16708,21014A00-,PLACE SAINT-JOSSE,829373,18,1,female,child,454202,1,couple_with_child,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16713,21014A00-,PLACE SAINT-JOSSE,829766,18,1,female,child,454358,1,couple_with_child,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16715,21014A00-,PLACE SAINT-JOSSE,829855,18,1,female,child,454395,1,couple_with_child,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16719,21014A00-,PLACE SAINT-JOSSE,830027,18,0,male,child,454459,1,couple_with_child,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
16721,21014A00-,PLACE SAINT-JOSSE,830143,18,1,female,child,454502,1,couple_with_child,21014A00-,Saint-Josse-ten-Noode,21014A00-,PLACE SAINT-JOSSE,Saint-Josse-ten-Noode,6,Worker
