,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code,Commune
505518,21007A04-,FOYER FORESTOIS - MADELON,505710,18,0,male,parent,276602,6,collectif,21007A04-,Forest
512564,21007A783,PARC DE FOREST,512757,19,1,female,parent,280307,6,collectif,21007A783,Forest
512565,21007A783,PARC DE FOREST,512758,18,1,female,parent,280308,6,collectif,21007A783,Forest
531681,21009A602,BELVEDERE,531876,20,1,female,parent,291667,6,collectif,21009A602,Ixelles
531682,21009A602,BELVEDERE,531877,20,1,female,parent,291668,6,collectif,21009A602,Ixelles
543514,21009A34-,STADE COMMUNAL,543710,20,1,female,parent,298618,6,collectif,21009A34-,Ixelles
543515,21009A34-,STADE COMMUNAL,543711,20,1,female,parent,298619,6,collectif,21009A34-,Ixelles
543516,21009A34-,STADE COMMUNAL,543712,19,1,female,parent,298620,6,collectif,21009A34-,Ixelles
543517,21009A34-,STADE COMMUNAL,543713,19,1,female,parent,298621,6,collectif,21009A34-,Ixelles
543518,21009A34-,STADE COMMUNAL,543714,19,1,female,parent,298622,6,collectif,21009A34-,Ixelles
543519,21009A34-,STADE COMMUNAL,543715,18,1,female,parent,298623,6,collectif,21009A34-,Ixelles
543520,21009A34-,STADE COMMUNAL,543716,18,1,female,parent,298624,6,collectif,21009A34-,Ixelles
543574,21009A34-,STADE COMMUNAL,543770,20,0,male,parent,298678,6,collectif,21009A34-,Ixelles
543575,21009A34-,STADE COMMUNAL,543771,20,0,male,parent,298679,6,collectif,21009A34-,Ixelles
543576,21009A34-,STADE COMMUNAL,543772,18,0,male,parent,298680,6,collectif,21009A34-,Ixelles
543577,21009A34-,STADE COMMUNAL,543773,18,0,male,parent,298681,6,collectif,21009A34-,Ixelles
558327,21009A2MJ,CAMPUS UNIVERSITAIRE,558525,20,1,female,parent,308033,6,collectif,21009A2MJ,Ixelles
558328,21009A2MJ,CAMPUS UNIVERSITAIRE,558526,20,1,female,parent,308034,6,collectif,21009A2MJ,Ixelles
558329,21009A2MJ,CAMPUS UNIVERSITAIRE,558527,20,1,female,parent,308035,6,collectif,21009A2MJ,Ixelles
558330,21009A2MJ,CAMPUS UNIVERSITAIRE,558528,20,1,female,parent,308036,6,collectif,21009A2MJ,Ixelles
558331,21009A2MJ,CAMPUS UNIVERSITAIRE,558529,20,1,female,parent,308037,6,collectif,21009A2MJ,Ixelles
558332,21009A2MJ,CAMPUS UNIVERSITAIRE,558530,20,1,female,parent,308038,6,collectif,21009A2MJ,Ixelles
558333,21009A2MJ,CAMPUS UNIVERSITAIRE,558531,20,1,female,parent,308039,6,collectif,21009A2MJ,Ixelles
565959,21009A311,TREILLE (RUE DE LA),566158,18,0,male,parent,313004,6,collectif,21009A311,Ixelles
566257,21009A802,BOONDAEL-SUD,566456,19,1,female,parent,313179,6,collectif,21009A802,Ixelles
609439,21010A312,BAECK DUPRE,609642,20,1,female,parent,338629,6,collectif,21010A312,Jette
609440,21010A312,BAECK DUPRE,609643,19,1,female,parent,338630,6,collectif,21010A312,Jette
609441,21010A312,BAECK DUPRE,609644,19,1,female,parent,338631,6,collectif,21010A312,Jette
609442,21010A312,BAECK DUPRE,609645,18,1,female,parent,338632,6,collectif,21010A312,Jette
609443,21010A312,BAECK DUPRE,609646,18,1,female,parent,338633,6,collectif,21010A312,Jette
609578,21010A312,BAECK DUPRE,609781,20,0,male,parent,338768,6,collectif,21010A312,Jette
609579,21010A312,BAECK DUPRE,609782,19,0,male,parent,338769,6,collectif,21010A312,Jette
609580,21010A312,BAECK DUPRE,609783,19,0,male,parent,338770,6,collectif,21010A312,Jette
609581,21010A312,BAECK DUPRE,609784,19,0,male,parent,338771,6,collectif,21010A312,Jette
618449,21010A05-,ALBERT (QUARTIER),618653,19,1,female,parent,342883,6,collectif,21010A05-,Jette
618450,21010A05-,ALBERT (QUARTIER),618654,19,1,female,parent,342884,6,collectif,21010A05-,Jette
651084,21011A11-,LEPREUX,651298,18,1,female,parent,359655,6,collectif,21011A11-,Koekelberg
651085,21011A11-,LEPREUX,651299,18,1,female,parent,359656,6,collectif,21011A11-,Koekelberg
651086,21011A11-,LEPREUX,651300,18,1,female,parent,359657,6,collectif,21011A11-,Koekelberg
651087,21011A11-,LEPREUX,651301,18,1,female,parent,359658,6,collectif,21011A11-,Koekelberg
653762,21011A30-,ARCHERS - FOUREZ,653976,19,1,female,parent,360952,6,collectif,21011A30-,Koekelberg
653763,21011A30-,ARCHERS - FOUREZ,653977,19,1,female,parent,360953,6,collectif,21011A30-,Koekelberg
664999,21011A01-,SAINTE-ANNE,665216,18,1,female,parent,366372,6,collectif,21011A01-,Koekelberg
665000,21011A01-,SAINTE-ANNE,665217,18,1,female,parent,366373,6,collectif,21011A01-,Koekelberg
669681,21011A00-,VANHUFFEL,669900,20,1,female,parent,368633,6,collectif,21011A00-,Koekelberg
669682,21011A00-,VANHUFFEL,669901,20,1,female,parent,368634,6,collectif,21011A00-,Koekelberg
669683,21011A00-,VANHUFFEL,669902,19,1,female,parent,368635,6,collectif,21011A00-,Koekelberg
669684,21011A00-,VANHUFFEL,669903,19,1,female,parent,368636,6,collectif,21011A00-,Koekelberg
669685,21011A00-,VANHUFFEL,669904,19,1,female,parent,368637,6,collectif,21011A00-,Koekelberg
669686,21011A00-,VANHUFFEL,669905,19,1,female,parent,368638,6,collectif,21011A00-,Koekelberg
669687,21011A00-,VANHUFFEL,669906,18,1,female,parent,368639,6,collectif,21011A00-,Koekelberg
669688,21011A00-,VANHUFFEL,669907,18,1,female,parent,368640,6,collectif,21011A00-,Koekelberg
669689,21011A00-,VANHUFFEL,669908,18,1,female,parent,368641,6,collectif,21011A00-,Koekelberg
669690,21011A00-,VANHUFFEL,669909,18,1,female,parent,368642,6,collectif,21011A00-,Koekelberg
669691,21011A00-,VANHUFFEL,669910,18,1,female,parent,368643,6,collectif,21011A00-,Koekelberg
669926,21011A00-,VANHUFFEL,670145,20,0,male,parent,368878,6,collectif,21011A00-,Koekelberg
669927,21011A00-,VANHUFFEL,670146,20,0,male,parent,368879,6,collectif,21011A00-,Koekelberg
669928,21011A00-,VANHUFFEL,670147,19,0,male,parent,368880,6,collectif,21011A00-,Koekelberg
669929,21011A00-,VANHUFFEL,670148,19,0,male,parent,368881,6,collectif,21011A00-,Koekelberg
669930,21011A00-,VANHUFFEL,670149,19,0,male,parent,368882,6,collectif,21011A00-,Koekelberg
673765,21012A552,PFEIFFER,673984,19,1,female,parent,370932,6,collectif,21012A552,Molenbeek Saint-Jean
674165,21012A833,ELBERS,674384,19,1,female,parent,371204,6,collectif,21012A833,Molenbeek Saint-Jean
674166,21012A833,ELBERS,674385,19,1,female,parent,371205,6,collectif,21012A833,Molenbeek Saint-Jean
674167,21012A833,ELBERS,674386,18,1,female,parent,371206,6,collectif,21012A833,Molenbeek Saint-Jean
674168,21012A833,ELBERS,674387,18,1,female,parent,371207,6,collectif,21012A833,Molenbeek Saint-Jean
685610,21012A25-,BEEKKANT,685829,19,1,female,parent,377333,6,collectif,21012A25-,Molenbeek Saint-Jean
685723,21012A25-,BEEKKANT,685942,20,0,male,parent,377446,6,collectif,21012A25-,Molenbeek Saint-Jean
685724,21012A25-,BEEKKANT,685943,20,0,male,parent,377447,6,collectif,21012A25-,Molenbeek Saint-Jean
685725,21012A25-,BEEKKANT,685944,19,0,male,parent,377448,6,collectif,21012A25-,Molenbeek Saint-Jean
685726,21012A25-,BEEKKANT,685945,19,0,male,parent,377449,6,collectif,21012A25-,Molenbeek Saint-Jean
685727,21012A25-,BEEKKANT,685946,19,0,male,parent,377450,6,collectif,21012A25-,Molenbeek Saint-Jean
685728,21012A25-,BEEKKANT,685947,19,0,male,parent,377451,6,collectif,21012A25-,Molenbeek Saint-Jean
685729,21012A25-,BEEKKANT,685948,18,0,male,parent,377452,6,collectif,21012A25-,Molenbeek Saint-Jean
685730,21012A25-,BEEKKANT,685949,18,0,male,parent,377453,6,collectif,21012A25-,Molenbeek Saint-Jean
685731,21012A25-,BEEKKANT,685950,18,0,male,parent,377454,6,collectif,21012A25-,Molenbeek Saint-Jean
685732,21012A25-,BEEKKANT,685951,18,0,male,parent,377455,6,collectif,21012A25-,Molenbeek Saint-Jean
686802,21012A172,GARE OUEST,687022,19,1,female,parent,377936,6,collectif,21012A172,Molenbeek Saint-Jean
686803,21012A172,GARE OUEST,687023,18,1,female,parent,377937,6,collectif,21012A172,Molenbeek Saint-Jean
686916,21012A172,GARE OUEST,687136,20,0,male,parent,378050,6,collectif,21012A172,Molenbeek Saint-Jean
689060,21012A041,QUATRE VENTS,689281,20,0,male,parent,379129,6,collectif,21012A041,Molenbeek Saint-Jean
689061,21012A041,QUATRE VENTS,689282,20,0,male,parent,379130,6,collectif,21012A041,Molenbeek Saint-Jean
689062,21012A041,QUATRE VENTS,689283,20,0,male,parent,379131,6,collectif,21012A041,Molenbeek Saint-Jean
689063,21012A041,QUATRE VENTS,689284,20,0,male,parent,379132,6,collectif,21012A041,Molenbeek Saint-Jean
689064,21012A041,QUATRE VENTS,689285,20,0,male,parent,379133,6,collectif,21012A041,Molenbeek Saint-Jean
689065,21012A041,QUATRE VENTS,689286,20,0,male,parent,379134,6,collectif,21012A041,Molenbeek Saint-Jean
689066,21012A041,QUATRE VENTS,689287,20,0,male,parent,379135,6,collectif,21012A041,Molenbeek Saint-Jean
691452,21012A10-,DUCHESSE DE BRABANT,691674,19,1,female,parent,380183,6,collectif,21012A10-,Molenbeek Saint-Jean
691453,21012A10-,DUCHESSE DE BRABANT,691675,19,1,female,parent,380184,6,collectif,21012A10-,Molenbeek Saint-Jean
691454,21012A10-,DUCHESSE DE BRABANT,691676,18,1,female,parent,380185,6,collectif,21012A10-,Molenbeek Saint-Jean
691455,21012A10-,DUCHESSE DE BRABANT,691677,18,1,female,parent,380186,6,collectif,21012A10-,Molenbeek Saint-Jean
691456,21012A10-,DUCHESSE DE BRABANT,691678,18,1,female,parent,380187,6,collectif,21012A10-,Molenbeek Saint-Jean
691457,21012A10-,DUCHESSE DE BRABANT,691679,18,1,female,parent,380188,6,collectif,21012A10-,Molenbeek Saint-Jean
691458,21012A10-,DUCHESSE DE BRABANT,691680,18,1,female,parent,380189,6,collectif,21012A10-,Molenbeek Saint-Jean
691459,21012A10-,DUCHESSE DE BRABANT,691681,18,1,female,parent,380190,6,collectif,21012A10-,Molenbeek Saint-Jean
694104,21012A00-,CENTRE,694327,19,1,female,parent,381546,6,collectif,21012A00-,Molenbeek Saint-Jean
694105,21012A00-,CENTRE,694328,19,1,female,parent,381547,6,collectif,21012A00-,Molenbeek Saint-Jean
694106,21012A00-,CENTRE,694329,19,1,female,parent,381548,6,collectif,21012A00-,Molenbeek Saint-Jean
694107,21012A00-,CENTRE,694330,19,1,female,parent,381549,6,collectif,21012A00-,Molenbeek Saint-Jean
694108,21012A00-,CENTRE,694331,19,1,female,parent,381550,6,collectif,21012A00-,Molenbeek Saint-Jean
694109,21012A00-,CENTRE,694332,19,1,female,parent,381551,6,collectif,21012A00-,Molenbeek Saint-Jean
694110,21012A00-,CENTRE,694333,19,1,female,parent,381552,6,collectif,21012A00-,Molenbeek Saint-Jean
694111,21012A00-,CENTRE,694334,19,1,female,parent,381553,6,collectif,21012A00-,Molenbeek Saint-Jean
694112,21012A00-,CENTRE,694335,19,1,female,parent,381554,6,collectif,21012A00-,Molenbeek Saint-Jean
694113,21012A00-,CENTRE,694336,19,1,female,parent,381555,6,collectif,21012A00-,Molenbeek Saint-Jean
694114,21012A00-,CENTRE,694337,18,1,female,parent,381556,6,collectif,21012A00-,Molenbeek Saint-Jean
694115,21012A00-,CENTRE,694338,18,1,female,parent,381557,6,collectif,21012A00-,Molenbeek Saint-Jean
694116,21012A00-,CENTRE,694339,18,1,female,parent,381558,6,collectif,21012A00-,Molenbeek Saint-Jean
694117,21012A00-,CENTRE,694340,18,1,female,parent,381559,6,collectif,21012A00-,Molenbeek Saint-Jean
694303,21012A00-,CENTRE,694527,19,0,male,parent,381746,6,collectif,21012A00-,Molenbeek Saint-Jean
694304,21012A00-,CENTRE,694528,19,0,male,parent,381747,6,collectif,21012A00-,Molenbeek Saint-Jean
694305,21012A00-,CENTRE,694529,19,0,male,parent,381748,6,collectif,21012A00-,Molenbeek Saint-Jean
694306,21012A00-,CENTRE,694530,19,0,male,parent,381749,6,collectif,21012A00-,Molenbeek Saint-Jean
694307,21012A00-,CENTRE,694531,19,0,male,parent,381750,6,collectif,21012A00-,Molenbeek Saint-Jean
694308,21012A00-,CENTRE,694532,18,0,male,parent,381751,6,collectif,21012A00-,Molenbeek Saint-Jean
694309,21012A00-,CENTRE,694533,18,0,male,parent,381752,6,collectif,21012A00-,Molenbeek Saint-Jean
694310,21012A00-,CENTRE,694534,18,0,male,parent,381753,6,collectif,21012A00-,Molenbeek Saint-Jean
694311,21012A00-,CENTRE,694535,18,0,male,parent,381754,6,collectif,21012A00-,Molenbeek Saint-Jean
694312,21012A00-,CENTRE,694536,18,0,male,parent,381755,6,collectif,21012A00-,Molenbeek Saint-Jean
694313,21012A00-,CENTRE,694537,18,0,male,parent,381756,6,collectif,21012A00-,Molenbeek Saint-Jean
694314,21012A00-,CENTRE,694538,18,0,male,parent,381757,6,collectif,21012A00-,Molenbeek Saint-Jean
695383,21012A05-,SAINT-JOSEPH,695608,19,1,female,parent,382238,6,collectif,21012A05-,Molenbeek Saint-Jean
695384,21012A05-,SAINT-JOSEPH,695609,19,1,female,parent,382239,6,collectif,21012A05-,Molenbeek Saint-Jean
695385,21012A05-,SAINT-JOSEPH,695610,19,1,female,parent,382240,6,collectif,21012A05-,Molenbeek Saint-Jean
695386,21012A05-,SAINT-JOSEPH,695611,19,1,female,parent,382241,6,collectif,21012A05-,Molenbeek Saint-Jean
695387,21012A05-,SAINT-JOSEPH,695612,18,1,female,parent,382242,6,collectif,21012A05-,Molenbeek Saint-Jean
695388,21012A05-,SAINT-JOSEPH,695613,18,1,female,parent,382243,6,collectif,21012A05-,Molenbeek Saint-Jean
695389,21012A05-,SAINT-JOSEPH,695614,18,1,female,parent,382244,6,collectif,21012A05-,Molenbeek Saint-Jean
700956,21012A12-,BIRMINGHAM-SUD,701184,20,0,male,parent,385170,6,collectif,21012A12-,Molenbeek Saint-Jean
700957,21012A12-,BIRMINGHAM-SUD,701185,20,0,male,parent,385171,6,collectif,21012A12-,Molenbeek Saint-Jean
703445,21012A672,ULENS,703674,19,1,female,parent,386233,6,collectif,21012A672,Molenbeek Saint-Jean
703446,21012A672,ULENS,703675,19,1,female,parent,386234,6,collectif,21012A672,Molenbeek Saint-Jean
703447,21012A672,ULENS,703676,18,1,female,parent,386235,6,collectif,21012A672,Molenbeek Saint-Jean
703448,21012A672,ULENS,703677,18,1,female,parent,386236,6,collectif,21012A672,Molenbeek Saint-Jean
708362,21012A60-,LAEKENVELD,708596,19,1,female,parent,388500,6,collectif,21012A60-,Molenbeek Saint-Jean
708363,21012A60-,LAEKENVELD,708597,19,1,female,parent,388501,6,collectif,21012A60-,Molenbeek Saint-Jean
708364,21012A60-,LAEKENVELD,708598,19,1,female,parent,388502,6,collectif,21012A60-,Molenbeek Saint-Jean
708365,21012A60-,LAEKENVELD,708599,19,1,female,parent,388503,6,collectif,21012A60-,Molenbeek Saint-Jean
708366,21012A60-,LAEKENVELD,708600,19,1,female,parent,388504,6,collectif,21012A60-,Molenbeek Saint-Jean
708700,21012A60-,LAEKENVELD,708936,20,0,male,parent,388840,6,collectif,21012A60-,Molenbeek Saint-Jean
711226,21012A63-,DUBRUCQ-NORD,711467,18,1,female,parent,389954,6,collectif,21012A63-,Molenbeek Saint-Jean
711314,21012A63-,DUBRUCQ-NORD,711555,20,0,male,parent,390042,6,collectif,21012A63-,Molenbeek Saint-Jean
711315,21012A63-,DUBRUCQ-NORD,711556,20,0,male,parent,390043,6,collectif,21012A63-,Molenbeek Saint-Jean
711316,21012A63-,DUBRUCQ-NORD,711557,20,0,male,parent,390044,6,collectif,21012A63-,Molenbeek Saint-Jean
711317,21012A63-,DUBRUCQ-NORD,711558,20,0,male,parent,390045,6,collectif,21012A63-,Molenbeek Saint-Jean
711318,21012A63-,DUBRUCQ-NORD,711559,18,0,male,parent,390046,6,collectif,21012A63-,Molenbeek Saint-Jean
711319,21012A63-,DUBRUCQ-NORD,711560,18,0,male,parent,390047,6,collectif,21012A63-,Molenbeek Saint-Jean
716803,21012A62-,LIBERATEURS,717050,19,0,male,parent,392928,6,collectif,21012A62-,Molenbeek Saint-Jean
716804,21012A62-,LIBERATEURS,717051,19,0,male,parent,392929,6,collectif,21012A62-,Molenbeek Saint-Jean
716805,21012A62-,LIBERATEURS,717052,19,0,male,parent,392930,6,collectif,21012A62-,Molenbeek Saint-Jean
716806,21012A62-,LIBERATEURS,717053,19,0,male,parent,392931,6,collectif,21012A62-,Molenbeek Saint-Jean
716807,21012A62-,LIBERATEURS,717054,19,0,male,parent,392932,6,collectif,21012A62-,Molenbeek Saint-Jean
716808,21012A62-,LIBERATEURS,717055,19,0,male,parent,392933,6,collectif,21012A62-,Molenbeek Saint-Jean
716809,21012A62-,LIBERATEURS,717056,19,0,male,parent,392934,6,collectif,21012A62-,Molenbeek Saint-Jean
720051,21012A511,STEYNS,720300,18,0,male,parent,394505,6,collectif,21012A511,Molenbeek Saint-Jean
722130,21012A20-,BAECK,722379,18,1,female,parent,395455,6,collectif,21012A20-,Molenbeek Saint-Jean
724871,21012A72-,LAVALLEE,725120,19,1,female,parent,396712,6,collectif,21012A72-,Molenbeek Saint-Jean
724872,21012A72-,LAVALLEE,725121,19,1,female,parent,396713,6,collectif,21012A72-,Molenbeek Saint-Jean
724873,21012A72-,LAVALLEE,725122,19,1,female,parent,396714,6,collectif,21012A72-,Molenbeek Saint-Jean
724874,21012A72-,LAVALLEE,725123,19,1,female,parent,396715,6,collectif,21012A72-,Molenbeek Saint-Jean
724875,21012A72-,LAVALLEE,725124,19,1,female,parent,396716,6,collectif,21012A72-,Molenbeek Saint-Jean
724876,21012A72-,LAVALLEE,725125,18,1,female,parent,396717,6,collectif,21012A72-,Molenbeek Saint-Jean
724877,21012A72-,LAVALLEE,725126,18,1,female,parent,396718,6,collectif,21012A72-,Molenbeek Saint-Jean
724878,21012A72-,LAVALLEE,725127,18,1,female,parent,396719,6,collectif,21012A72-,Molenbeek Saint-Jean
724879,21012A72-,LAVALLEE,725128,18,1,female,parent,396720,6,collectif,21012A72-,Molenbeek Saint-Jean
724880,21012A72-,LAVALLEE,725129,18,1,female,parent,396721,6,collectif,21012A72-,Molenbeek Saint-Jean
724881,21012A72-,LAVALLEE,725130,18,1,female,parent,396722,6,collectif,21012A72-,Molenbeek Saint-Jean
724882,21012A72-,LAVALLEE,725131,18,1,female,parent,396723,6,collectif,21012A72-,Molenbeek Saint-Jean
724883,21012A72-,LAVALLEE,725132,18,1,female,parent,396724,6,collectif,21012A72-,Molenbeek Saint-Jean
724884,21012A72-,LAVALLEE,725133,18,1,female,parent,396725,6,collectif,21012A72-,Molenbeek Saint-Jean
724885,21012A72-,LAVALLEE,725134,18,1,female,parent,396726,6,collectif,21012A72-,Molenbeek Saint-Jean
724886,21012A72-,LAVALLEE,725135,18,1,female,parent,396727,6,collectif,21012A72-,Molenbeek Saint-Jean
725069,21012A72-,LAVALLEE,725320,20,0,male,parent,396912,6,collectif,21012A72-,Molenbeek Saint-Jean
725070,21012A72-,LAVALLEE,725321,20,0,male,parent,396913,6,collectif,21012A72-,Molenbeek Saint-Jean
725071,21012A72-,LAVALLEE,725322,20,0,male,parent,396914,6,collectif,21012A72-,Molenbeek Saint-Jean
725072,21012A72-,LAVALLEE,725323,20,0,male,parent,396915,6,collectif,21012A72-,Molenbeek Saint-Jean
725073,21012A72-,LAVALLEE,725324,20,0,male,parent,396916,6,collectif,21012A72-,Molenbeek Saint-Jean
726670,21012A611,MEXICO,726921,18,1,female,parent,397680,6,collectif,21012A611,Molenbeek Saint-Jean
727145,21012A53-,SIPPELBERG,727396,19,1,female,parent,398022,6,collectif,21012A53-,Molenbeek Saint-Jean
727146,21012A53-,SIPPELBERG,727397,19,1,female,parent,398023,6,collectif,21012A53-,Molenbeek Saint-Jean
727147,21012A53-,SIPPELBERG,727398,18,1,female,parent,398024,6,collectif,21012A53-,Molenbeek Saint-Jean
727207,21012A53-,SIPPELBERG,727458,20,0,male,parent,398084,6,collectif,21012A53-,Molenbeek Saint-Jean
727208,21012A53-,SIPPELBERG,727459,19,0,male,parent,398085,6,collectif,21012A53-,Molenbeek Saint-Jean
727209,21012A53-,SIPPELBERG,727460,19,0,male,parent,398086,6,collectif,21012A53-,Molenbeek Saint-Jean
727210,21012A53-,SIPPELBERG,727461,19,0,male,parent,398087,6,collectif,21012A53-,Molenbeek Saint-Jean
727211,21012A53-,SIPPELBERG,727462,18,0,male,parent,398088,6,collectif,21012A53-,Molenbeek Saint-Jean
727212,21012A53-,SIPPELBERG,727463,18,0,male,parent,398089,6,collectif,21012A53-,Molenbeek Saint-Jean
730670,21012A54-,DELHAIZE,730922,19,0,male,parent,399690,6,collectif,21012A54-,Molenbeek Saint-Jean
730671,21012A54-,DELHAIZE,730923,18,0,male,parent,399691,6,collectif,21012A54-,Molenbeek Saint-Jean
730672,21012A54-,DELHAIZE,730924,18,0,male,parent,399692,6,collectif,21012A54-,Molenbeek Saint-Jean
737817,21012A71-,PIERS,738069,20,1,female,parent,403221,6,collectif,21012A71-,Molenbeek Saint-Jean
737818,21012A71-,PIERS,738070,20,1,female,parent,403222,6,collectif,21012A71-,Molenbeek Saint-Jean
737819,21012A71-,PIERS,738071,20,1,female,parent,403223,6,collectif,21012A71-,Molenbeek Saint-Jean
737820,21012A71-,PIERS,738072,20,1,female,parent,403224,6,collectif,21012A71-,Molenbeek Saint-Jean
737821,21012A71-,PIERS,738073,20,1,female,parent,403225,6,collectif,21012A71-,Molenbeek Saint-Jean
737822,21012A71-,PIERS,738074,20,1,female,parent,403226,6,collectif,21012A71-,Molenbeek Saint-Jean
737823,21012A71-,PIERS,738075,20,1,female,parent,403227,6,collectif,21012A71-,Molenbeek Saint-Jean
737824,21012A71-,PIERS,738076,20,1,female,parent,403228,6,collectif,21012A71-,Molenbeek Saint-Jean
737825,21012A71-,PIERS,738077,20,1,female,parent,403229,6,collectif,21012A71-,Molenbeek Saint-Jean
737826,21012A71-,PIERS,738078,18,1,female,parent,403230,6,collectif,21012A71-,Molenbeek Saint-Jean
737827,21012A71-,PIERS,738079,18,1,female,parent,403231,6,collectif,21012A71-,Molenbeek Saint-Jean
738200,21012A71-,PIERS,738453,20,0,male,parent,403605,6,collectif,21012A71-,Molenbeek Saint-Jean
738201,21012A71-,PIERS,738454,20,0,male,parent,403606,6,collectif,21012A71-,Molenbeek Saint-Jean
738202,21012A71-,PIERS,738455,20,0,male,parent,403607,6,collectif,21012A71-,Molenbeek Saint-Jean
738203,21012A71-,PIERS,738456,20,0,male,parent,403608,6,collectif,21012A71-,Molenbeek Saint-Jean
738204,21012A71-,PIERS,738457,20,0,male,parent,403609,6,collectif,21012A71-,Molenbeek Saint-Jean
738205,21012A71-,PIERS,738458,20,0,male,parent,403610,6,collectif,21012A71-,Molenbeek Saint-Jean
738206,21012A71-,PIERS,738459,20,0,male,parent,403611,6,collectif,21012A71-,Molenbeek Saint-Jean
738207,21012A71-,PIERS,738460,20,0,male,parent,403612,6,collectif,21012A71-,Molenbeek Saint-Jean
738208,21012A71-,PIERS,738461,20,0,male,parent,403613,6,collectif,21012A71-,Molenbeek Saint-Jean
738209,21012A71-,PIERS,738462,19,0,male,parent,403614,6,collectif,21012A71-,Molenbeek Saint-Jean
745788,21012A152,ETANGS NOIRS,746048,20,1,female,parent,407445,6,collectif,21012A152,Molenbeek Saint-Jean
745789,21012A152,ETANGS NOIRS,746049,20,1,female,parent,407446,6,collectif,21012A152,Molenbeek Saint-Jean
745790,21012A152,ETANGS NOIRS,746050,20,1,female,parent,407447,6,collectif,21012A152,Molenbeek Saint-Jean
745791,21012A152,ETANGS NOIRS,746051,19,1,female,parent,407448,6,collectif,21012A152,Molenbeek Saint-Jean
745792,21012A152,ETANGS NOIRS,746052,19,1,female,parent,407449,6,collectif,21012A152,Molenbeek Saint-Jean
745793,21012A152,ETANGS NOIRS,746053,19,1,female,parent,407450,6,collectif,21012A152,Molenbeek Saint-Jean
745794,21012A152,ETANGS NOIRS,746054,19,1,female,parent,407451,6,collectif,21012A152,Molenbeek Saint-Jean
745795,21012A152,ETANGS NOIRS,746055,19,1,female,parent,407452,6,collectif,21012A152,Molenbeek Saint-Jean
745796,21012A152,ETANGS NOIRS,746056,19,1,female,parent,407453,6,collectif,21012A152,Molenbeek Saint-Jean
745797,21012A152,ETANGS NOIRS,746057,19,1,female,parent,407454,6,collectif,21012A152,Molenbeek Saint-Jean
745798,21012A152,ETANGS NOIRS,746058,18,1,female,parent,407455,6,collectif,21012A152,Molenbeek Saint-Jean
745799,21012A152,ETANGS NOIRS,746059,18,1,female,parent,407456,6,collectif,21012A152,Molenbeek Saint-Jean
745800,21012A152,ETANGS NOIRS,746060,18,1,female,parent,407457,6,collectif,21012A152,Molenbeek Saint-Jean
745801,21012A152,ETANGS NOIRS,746061,18,1,female,parent,407458,6,collectif,21012A152,Molenbeek Saint-Jean
745802,21012A152,ETANGS NOIRS,746062,18,1,female,parent,407459,6,collectif,21012A152,Molenbeek Saint-Jean
745803,21012A152,ETANGS NOIRS,746063,18,1,female,parent,407460,6,collectif,21012A152,Molenbeek Saint-Jean
745804,21012A152,ETANGS NOIRS,746064,18,1,female,parent,407461,6,collectif,21012A152,Molenbeek Saint-Jean
745805,21012A152,ETANGS NOIRS,746065,18,1,female,parent,407462,6,collectif,21012A152,Molenbeek Saint-Jean
746205,21012A152,ETANGS NOIRS,746465,19,0,male,parent,407862,6,collectif,21012A152,Molenbeek Saint-Jean
746206,21012A152,ETANGS NOIRS,746466,19,0,male,parent,407863,6,collectif,21012A152,Molenbeek Saint-Jean
764466,21012A811,MYRTES-NORD,764735,19,1,female,parent,417290,6,collectif,21012A811,Molenbeek Saint-Jean
764467,21012A811,MYRTES-NORD,764736,19,1,female,parent,417291,6,collectif,21012A811,Molenbeek Saint-Jean
764468,21012A811,MYRTES-NORD,764737,19,1,female,parent,417292,6,collectif,21012A811,Molenbeek Saint-Jean
764603,21012A811,MYRTES-NORD,764872,20,0,male,parent,417427,6,collectif,21012A811,Molenbeek Saint-Jean
764604,21012A811,MYRTES-NORD,764873,20,0,male,parent,417428,6,collectif,21012A811,Molenbeek Saint-Jean
764605,21012A811,MYRTES-NORD,764874,20,0,male,parent,417429,6,collectif,21012A811,Molenbeek Saint-Jean
767235,21012A141,INDEPENDANCE,767504,19,1,female,parent,418619,6,collectif,21012A141,Molenbeek Saint-Jean
767236,21012A141,INDEPENDANCE,767505,19,1,female,parent,418620,6,collectif,21012A141,Molenbeek Saint-Jean
767237,21012A141,INDEPENDANCE,767506,19,1,female,parent,418621,6,collectif,21012A141,Molenbeek Saint-Jean
767238,21012A141,INDEPENDANCE,767507,19,1,female,parent,418622,6,collectif,21012A141,Molenbeek Saint-Jean
767239,21012A141,INDEPENDANCE,767508,19,1,female,parent,418623,6,collectif,21012A141,Molenbeek Saint-Jean
767240,21012A141,INDEPENDANCE,767509,19,1,female,parent,418624,6,collectif,21012A141,Molenbeek Saint-Jean
767241,21012A141,INDEPENDANCE,767510,19,1,female,parent,418625,6,collectif,21012A141,Molenbeek Saint-Jean
767242,21012A141,INDEPENDANCE,767511,18,1,female,parent,418626,6,collectif,21012A141,Molenbeek Saint-Jean
767243,21012A141,INDEPENDANCE,767512,18,1,female,parent,418627,6,collectif,21012A141,Molenbeek Saint-Jean
