,Unnamed: 0,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
6001,6001,21005A22-,PORTE DE TERVUEREN - L. DE LAN,6001,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21005A22-,PORTE DE TERVUEREN - L. DE LAN,0.0
6002,6002,21005A22-,PORTE DE TERVUEREN - L. DE LAN,6002,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21005A22-,PORTE DE TERVUEREN - L. DE LAN,17.0
6003,6003,21005A22-,PORTE DE TERVUEREN - L. DE LAN,6003,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21005A22-,PORTE DE TERVUEREN - L. DE LAN,18.0
6004,6004,21005A22-,PORTE DE TERVUEREN - L. DE LAN,6004,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21005A22-,PORTE DE TERVUEREN - L. DE LAN,16.0
6005,6005,21005A22-,PORTE DE TERVUEREN - L. DE LAN,6005,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21005A22-,PORTE DE TERVUEREN - L. DE LAN,0.0
6006,6006,21005A21-,PORTE DE TERVUEREN - BRAFFORT,6006,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21005A21-,PORTE DE TERVUEREN - BRAFFORT,21.0
6007,6007,21005A21-,PORTE DE TERVUEREN - BRAFFORT,6007,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21005A21-,PORTE DE TERVUEREN - BRAFFORT,0.0
6008,6008,21005A21-,PORTE DE TERVUEREN - BRAFFORT,6008,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21005A21-,PORTE DE TERVUEREN - BRAFFORT,16.0
6009,6009,21005A21-,PORTE DE TERVUEREN - BRAFFORT,6009,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21005A21-,PORTE DE TERVUEREN - BRAFFORT,16.0
6010,6010,21005A21-,PORTE DE TERVUEREN - BRAFFORT,6010,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21005A21-,PORTE DE TERVUEREN - BRAFFORT,16.0
6011,6011,21005A21-,PORTE DE TERVUEREN - BRAFFORT,6011,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21005A21-,PORTE DE TERVUEREN - BRAFFORT,16.0
6012,6012,21006A12-,GERMINAL I,6012,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A12-,GERMINAL I,25.0
6013,6013,21006A12-,GERMINAL I,6013,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A12-,GERMINAL I,17.0
6014,6014,21006A12-,GERMINAL I,6014,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A12-,GERMINAL I,16.0
6015,6015,21006A11-,OASIS - PROVENCE - LANGUEDOC,6015,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A11-,OASIS - PROVENCE - LANGUEDOC,16.0
6016,6016,21006A11-,OASIS - PROVENCE - LANGUEDOC,6016,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A11-,OASIS - PROVENCE - LANGUEDOC,17.0
6017,6017,21006A11-,OASIS - PROVENCE - LANGUEDOC,6017,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A11-,OASIS - PROVENCE - LANGUEDOC,16.0
6018,6018,21006A11-,OASIS - PROVENCE - LANGUEDOC,6018,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A11-,OASIS - PROVENCE - LANGUEDOC,17.0
6019,6019,21006A11-,OASIS - PROVENCE - LANGUEDOC,6019,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A11-,OASIS - PROVENCE - LANGUEDOC,24.0
6020,6020,21006A11-,OASIS - PROVENCE - LANGUEDOC,6020,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A11-,OASIS - PROVENCE - LANGUEDOC,16.0
6021,6021,21006A11-,OASIS - PROVENCE - LANGUEDOC,6021,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A11-,OASIS - PROVENCE - LANGUEDOC,0.0
6022,6022,21006A11-,OASIS - PROVENCE - LANGUEDOC,6022,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A11-,OASIS - PROVENCE - LANGUEDOC,16.0
6023,6023,21006A11-,OASIS - PROVENCE - LANGUEDOC,6023,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A11-,OASIS - PROVENCE - LANGUEDOC,17.0
6024,6024,21006A153,KEET,6024,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A153,KEET,18.0
6025,6025,21006A153,KEET,6025,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A153,KEET,16.0
6026,6026,21006A153,KEET,6026,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A153,KEET,16.0
6027,6027,21006A153,KEET,6027,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A153,KEET,17.0
6028,6028,21006A153,KEET,6028,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A153,KEET,16.0
6029,6029,21006A13-,MAISON COMMUNALE,6029,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A13-,MAISON COMMUNALE,16.0
6030,6030,21006A13-,MAISON COMMUNALE,6030,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A13-,MAISON COMMUNALE,16.0
6031,6031,21006A13-,MAISON COMMUNALE,6031,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A13-,MAISON COMMUNALE,20.0
6032,6032,21006A13-,MAISON COMMUNALE,6032,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A13-,MAISON COMMUNALE,16.0
6033,6033,21006A13-,MAISON COMMUNALE,6033,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A13-,MAISON COMMUNALE,28.0
6034,6034,21006A02-,IEDER ZIJN HUIS - STROOBANTS,6034,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A02-,IEDER ZIJN HUIS - STROOBANTS,0.0
6035,6035,21006A02-,IEDER ZIJN HUIS - STROOBANTS,6035,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A02-,IEDER ZIJN HUIS - STROOBANTS,16.0
6036,6036,21006A073,GARE DE FORMATION,6036,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A073,GARE DE FORMATION,0.0
6037,6037,21006A073,GARE DE FORMATION,6037,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A073,GARE DE FORMATION,16.0
6038,6038,21006A073,GARE DE FORMATION,6038,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A073,GARE DE FORMATION,18.0
6039,6039,21006A073,GARE DE FORMATION,6039,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A073,GARE DE FORMATION,16.0
6040,6040,21006A073,GARE DE FORMATION,6040,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A073,GARE DE FORMATION,19.0
6041,6041,21006A073,GARE DE FORMATION,6041,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A073,GARE DE FORMATION,16.0
6042,6042,21006A073,GARE DE FORMATION,6042,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A073,GARE DE FORMATION,17.0
6043,6043,21006A073,GARE DE FORMATION,6043,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A073,GARE DE FORMATION,16.0
6044,6044,21006A073,GARE DE FORMATION,6044,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A073,GARE DE FORMATION,16.0
6045,6045,21006A073,GARE DE FORMATION,6045,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A073,GARE DE FORMATION,16.0
6046,6046,21006A03-,BLOCS SAINT-VINCENT,6046,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A03-,BLOCS SAINT-VINCENT,0.0
6047,6047,21006A094,BON PASTEUR,6047,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,16.0
6048,6048,21006A094,BON PASTEUR,6048,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,16.0
6049,6049,21006A094,BON PASTEUR,6049,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,16.0
6050,6050,21006A094,BON PASTEUR,6050,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,16.0
6051,6051,21006A094,BON PASTEUR,6051,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,17.0
6052,6052,21006A094,BON PASTEUR,6052,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,20.0
6053,6053,21006A094,BON PASTEUR,6053,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,29.0
6054,6054,21006A094,BON PASTEUR,6054,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,16.0
6055,6055,21006A094,BON PASTEUR,6055,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,16.0
6056,6056,21006A094,BON PASTEUR,6056,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,16.0
6057,6057,21006A094,BON PASTEUR,6057,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,23.0
6058,6058,21006A094,BON PASTEUR,6058,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,18.0
6059,6059,21006A094,BON PASTEUR,6059,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,0.0
6060,6060,21006A094,BON PASTEUR,6060,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,16.0
6061,6061,21006A094,BON PASTEUR,6061,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A094,BON PASTEUR,19.0
6062,6062,21006A515,CARLI,6062,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A515,CARLI,16.0
6063,6063,21006A515,CARLI,6063,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A515,CARLI,17.0
6064,6064,21006A515,CARLI,6064,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A515,CARLI,16.0
6065,6065,21006A515,CARLI,6065,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A515,CARLI,16.0
6066,6066,21006A515,CARLI,6066,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A515,CARLI,16.0
6067,6067,21006A515,CARLI,6067,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A515,CARLI,21.0
6068,6068,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,6068,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,17.0
6069,6069,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,6069,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,0.0
6070,6070,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,6070,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,16.0
6071,6071,21006A403,QUARTIER CICERO,6071,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A403,QUARTIER CICERO,0.0
6072,6072,21006A403,QUARTIER CICERO,6072,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A403,QUARTIER CICERO,16.0
6073,6073,21006A403,QUARTIER CICERO,6073,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A403,QUARTIER CICERO,16.0
6074,6074,21006A403,QUARTIER CICERO,6074,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A403,QUARTIER CICERO,16.0
6075,6075,21006A474,COMMUNAUTES,6075,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A474,COMMUNAUTES,19.0
6076,6076,21006A474,COMMUNAUTES,6076,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A474,COMMUNAUTES,16.0
6077,6077,21006A474,COMMUNAUTES,6077,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A474,COMMUNAUTES,17.0
6078,6078,21006A474,COMMUNAUTES,6078,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A474,COMMUNAUTES,19.0
6079,6079,21006A474,COMMUNAUTES,6079,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A474,COMMUNAUTES,16.0
6080,6080,21006A474,COMMUNAUTES,6080,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A474,COMMUNAUTES,0.0
6081,6081,21006A474,COMMUNAUTES,6081,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A474,COMMUNAUTES,17.0
6082,6082,21006A474,COMMUNAUTES,6082,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A474,COMMUNAUTES,0.0
6083,6083,21006A201,HAUT-EVERE,6083,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A201,HAUT-EVERE,22.0
6084,6084,21006A201,HAUT-EVERE,6084,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A201,HAUT-EVERE,16.0
6085,6085,21006A201,HAUT-EVERE,6085,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A201,HAUT-EVERE,17.0
6086,6086,21006A201,HAUT-EVERE,6086,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A201,HAUT-EVERE,16.0
6087,6087,21006A201,HAUT-EVERE,6087,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A201,HAUT-EVERE,0.0
6088,6088,21006A201,HAUT-EVERE,6088,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A201,HAUT-EVERE,17.0
6089,6089,21006A201,HAUT-EVERE,6089,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A201,HAUT-EVERE,23.0
6090,6090,21006A201,HAUT-EVERE,6090,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A201,HAUT-EVERE,30.0
6091,6091,21006A201,HAUT-EVERE,6091,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A201,HAUT-EVERE,17.0
6092,6092,21006A201,HAUT-EVERE,6092,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A201,HAUT-EVERE,16.0
6093,6093,21006A272,QUARTIER GROSJEAN,6093,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A272,QUARTIER GROSJEAN,16.0
6094,6094,21006A272,QUARTIER GROSJEAN,6094,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A272,QUARTIER GROSJEAN,20.0
6095,6095,21006A272,QUARTIER GROSJEAN,6095,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A272,QUARTIER GROSJEAN,20.0
6096,6096,21006A272,QUARTIER GROSJEAN,6096,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A272,QUARTIER GROSJEAN,16.0
6097,6097,21006A272,QUARTIER GROSJEAN,6097,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A272,QUARTIER GROSJEAN,16.0
6098,6098,21006A272,QUARTIER GROSJEAN,6098,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A272,QUARTIER GROSJEAN,16.0
6099,6099,21006A272,QUARTIER GROSJEAN,6099,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A272,QUARTIER GROSJEAN,20.0
6100,6100,21006A272,QUARTIER GROSJEAN,6100,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A272,QUARTIER GROSJEAN,19.0
6101,6101,21006A21-,HOME FAMILIAL BRABANT,6101,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A21-,HOME FAMILIAL BRABANT,0.0
6102,6102,21006A21-,HOME FAMILIAL BRABANT,6102,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A21-,HOME FAMILIAL BRABANT,0.0
6103,6103,21006A21-,HOME FAMILIAL BRABANT,6103,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A21-,HOME FAMILIAL BRABANT,16.0
6104,6104,21006A21-,HOME FAMILIAL BRABANT,6104,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A21-,HOME FAMILIAL BRABANT,18.0
6105,6105,21006A21-,HOME FAMILIAL BRABANT,6105,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A21-,HOME FAMILIAL BRABANT,16.0
6106,6106,21006A21-,HOME FAMILIAL BRABANT,6106,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A21-,HOME FAMILIAL BRABANT,18.0
6107,6107,21006A23-,DU BONHEUR,6107,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A23-,DU BONHEUR,19.0
6108,6108,21006A23-,DU BONHEUR,6108,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A23-,DU BONHEUR,16.0
6109,6109,21006A23-,DU BONHEUR,6109,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A23-,DU BONHEUR,0.0
6110,6110,21006A23-,DU BONHEUR,6110,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A23-,DU BONHEUR,16.0
6111,6111,21006A23-,DU BONHEUR,6111,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A23-,DU BONHEUR,17.0
6112,6112,21006A23-,DU BONHEUR,6112,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A23-,DU BONHEUR,17.0
6113,6113,21006A23-,DU BONHEUR,6113,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A23-,DU BONHEUR,18.0
6114,6114,21006A23-,DU BONHEUR,6114,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A23-,DU BONHEUR,17.0
6115,6115,21006A23-,DU BONHEUR,6115,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A23-,DU BONHEUR,19.0
6116,6116,21006A37-,ZONE INDUSTRIELLE,6116,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,16.0
6117,6117,21006A37-,ZONE INDUSTRIELLE,6117,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,19.0
6118,6118,21006A37-,ZONE INDUSTRIELLE,6118,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,16.0
6119,6119,21006A37-,ZONE INDUSTRIELLE,6119,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,0.0
6120,6120,21006A37-,ZONE INDUSTRIELLE,6120,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,16.0
6121,6121,21006A37-,ZONE INDUSTRIELLE,6121,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,16.0
6122,6122,21006A37-,ZONE INDUSTRIELLE,6122,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,19.0
6123,6123,21006A37-,ZONE INDUSTRIELLE,6123,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,18.0
6124,6124,21006A37-,ZONE INDUSTRIELLE,6124,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,0.0
6125,6125,21006A37-,ZONE INDUSTRIELLE,6125,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,16.0
6126,6126,21006A37-,ZONE INDUSTRIELLE,6126,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,16.0
6127,6127,21006A37-,ZONE INDUSTRIELLE,6127,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,26.0
6128,6128,21006A37-,ZONE INDUSTRIELLE,6128,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,17.0
6129,6129,21006A37-,ZONE INDUSTRIELLE,6129,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,16.0
6130,6130,21006A37-,ZONE INDUSTRIELLE,6130,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,16.0
6131,6131,21006A37-,ZONE INDUSTRIELLE,6131,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A37-,ZONE INDUSTRIELLE,17.0
6132,6132,21006A312,J. BORDET (AVENUE DE),6132,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21006A312,J. BORDET (AVENUE DE),16.0
